timestamp,roll,pitch,yaw
1570179628085255.0,0.9429367831690302,0.2724271253800834,0.9202861444782877
1570179628085255.0,0.9289975239774386,0.2721653631372805,0.9201610123971412
1570179628092680.0,0.9289636244022783,0.2719422991479322,0.9203066422921268
1570179628115253.0,0.9253984250649951,0.2717543218048908,0.9203964817531233
1570179628136158.0,0.9254272912485322,0.271530560270152,0.9205487261481011
1570179628151795.0,0.9236163382948359,0.2713423507273165,0.9206746742584683
1570179628175016.0,0.923722215193308,0.27112581894475035,0.9208308577424299
1570179628196957.0,0.922643670655526,0.270942969114472,0.920970075477067
1570179628241844.0,0.922820944798645,0.27073901720239674,0.9211252985781673
1570179628252810.0,0.9221433959472988,0.2705682520810042,0.9212664515602982
1570179628256868.0,0.9223665383075278,0.27038306514684535,0.9214165937305332
1570179628272402.0,0.9219247336820069,0.2702280085911635,0.9215557069130187
1570179628294704.0,0.9221633410519975,0.27006139557690056,0.9217010106220271
1570179628309655.0,0.9218629154150317,0.26992390300534824,0.9218378370426062
1570179628353542.0,0.922098806793557,0.2697794660199623,0.9219790918465599
1570179628363514.0,0.9218884285919848,0.2696622908852445,0.9221134402886431
1570179628378471.0,0.9221164803072295,0.26953963604444386,0.9222516250658508
1570179628391440.0,0.9219700953311952,0.2694408134587551,0.9223855221941022
1570179628414996.0,0.922188301804708,0.2693354720059965,0.9225245292944125
1570179628447287.0,0.9220816561259528,0.2692499242712228,0.9226618599343045
1570179628453363.0,0.922274756378267,0.26915964002623527,0.9228039066771493
1570179628476212.0,0.922174250830836,0.2690913210558428,0.9229432023914336
1570179628498870.0,0.9223162154002648,0.26902496097548456,0.9230839162375255
1570179628513112.0,0.9221883950482574,0.268984294924919,0.9232190150302177
1570179628536060.0,0.9222597559574763,0.2689503849958546,0.9233520354043532
1570179628558062.0,0.9220875608753706,0.26894299935370325,0.9234780537875703
1570179628572949.0,0.9220863361027046,0.2689441562549403,0.9236019248449024
1570179628595902.0,0.9218706415482537,0.26897200519056125,0.9237205233813586
