Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.0742188,-0.00585938,1.01172,0.625,3.875,-4,89,94,31,0,0,0,0,0,0,0,0,0.0507812,-0.126953,1.01709,-1.125,0.0625,0.5,86,87,105
2,0,0,0,0,0,0,0,0,-0.0795898,-0.0102539,1.01465,-0.75,3.0625,-3.6875,89,94,31,6,1,-1,-1,-3,-1,-2,3,0.0415039,-0.132324,1.00684,-1,-0.1875,-0.4375,86,87,105
3,-1,-1,6,-12,-6,0,7,0,-0.0791016,-0.0219727,1.03125,-1.6875,4.1875,-3.0625,89,94,31,20,3,-1,0,0,-3,-1,4,0.0595703,-0.133789,1.01123,1.375,0.5,-0.625,86,87,105
4,0,-4,-4,18,7,0,-2,-2,-0.0922852,-0.0258789,1.02344,0.6875,2.4375,-2.75,89,94,31,2,-3,-1,-1,-1,0,-1,3,0.0585938,-0.129883,1.00342,0.5625,0.25,-0.625,86,87,105
5,-7,-5,-5,61,6,-2,-6,-2,-0.0991211,-0.0351562,1.01123,-2,-1.1875,-1.875,89,94,31,11,2,-1,2,0,-1,0,1,0.0600586,-0.131836,1.01123,0.4375,0.4375,-0.3125,86,87,105
6,-1,0,2,0,1,-1,13,-2,-0.0981445,-0.0209961,1.01172,-1.25,-2.375,-1.625,89,94,31,3,1,0,0,-1,-1,-1,0,0.0537109,-0.137695,1.01074,-0.8125,-0.1875,1,86,87,105
7,1,0,-3,-31,-1,-1,-14,-2,-0.097168,-0.015625,1.02051,-1,-1.625,-0.3125,89,94,31,-4,0,5,3,1,-2,0,-1,0.019043,-0.144531,1.05273,-0.9375,-5.1875,-1,86,87,105
8,-1,-1,11,3,-4,0,-5,-1,-0.0854492,-0.0292969,1.02979,0,-0.5625,0.5,89,94,31,5,2,12,0,-14,-3,-2,7,-0.046875,-0.314941,1.10352,20.3125,-45.25,-17.375,86,85,105
9,1,4,2,-4,5,4,-5,-5,-0.0756836,-0.0253906,1.01855,1.0625,-2,0.4375,89,94,31,-4,0,-6,-9,-5,1,2,-5,0.0439453,-0.0498047,1.10596,22,-86.125,-35.9375,87,82,104
10,-1,-1,-3,-1,-9,-5,-21,-7,-0.0581055,-0.0200195,1.01123,0.75,-0.125,-0.25,89,94,31,-2,0,-2,1,3,0,-1,-2,0.211426,-0.108398,1.11084,-1.9375,-126.062,-49.5,87,75,103
11,2,7,5,19,12,3,4,11,-0.0864258,-0.012207,1.03125,5.25,1.125,-0.3125,89,94,31,0,4,7,12,1,-1,-1,0,0.264648,-0.104492,1.01318,-3.5625,-131.812,-48.5625,87,70,103
12,-5,-4,-15,-5,-5,-1,13,-1,-0.102051,-0.015625,1.00195,2.375,-2.8125,-0.9375,89,94,31,-4,-3,-5,2,-1,0,0,0,0.383789,-0.0112305,0.877441,-6.6875,-122.375,-43.25,87,62,102
13,-3,3,3,-17,-2,0,0,-2,-0.0800781,-0.0317383,1.01074,-1.125,-2.75,-0.1875,89,94,31,-1,-3,-3,0,0,2,-1,0,0.507812,-0.0170898,0.777344,-5.8125,-127.25,-41.625,88,55,100
14,0,-1,-6,12,-14,-2,9,-4,-0.081543,-0.0307617,1.00635,-0.75,-2.1875,-2.125,89,94,31,-1,-2,-4,-4,-3,4,1,0,0.592773,0.0180664,0.695801,-7.9375,-125.25,-38.1875,88,50,100
15,-2,-1,-15,-28,-19,-9,-13,-1,-0.0810547,-0.015625,1.00781,-0.8125,-0.1875,-2.0625,89,94,31,-4,-1,-1,-3,2,2,-1,-1,0.632812,0.00927734,0.635742,-11.625,-120.562,-37.1875,88,45,99
16,-4,8,39,8,1,0,5,10,-0.0830078,-0.0175781,1,-5.625,1.25,-0.875,89,94,31,0,1,1,0,-4,-3,1,-1,0.704102,0.00585938,0.553711,-6.5625,-109.375,-34.5,89,38,97
17,3,17,37,39,9,2,0,1,-0.0878906,-0.0400391,1.02148,-2.1875,1.9375,0.6875,88,94,31,-9,-3,-6,-18,-8,-2,-1,-3,0.777832,0.03125,0.477051,5.75,-100.625,-33.875,91,32,95
18,2,-6,-29,-77,-6,-1,3,2,-0.0849609,-0.0551758,1.02734,-1.125,1.5625,-0.1875,88,94,31,8,2,2,1,2,1,2,1,0.810547,0.0732422,0.427246,5,-94.8125,-32.8125,92,28,94
19,0,0,-2,-26,-3,0,2,1,-0.0771484,-0.0214844,1.01221,-1.5625,1.4375,-1.0625,88,94,31,-9,-6,-3,-2,-8,2,-2,-3,0.874512,0.0917969,0.347656,2.5625,-89.8125,-33.3125,96,23,90
20,1,2,7,79,15,1,-3,-2,-0.0859375,-0.0458984,1.02588,-0.125,4.125,-0.4375,88,94,31,8,-1,-1,-5,-1,-1,2,1,0.918457,0.129395,0.258789,4.125,-83.375,-28.4375,100,18,86
21,-1,-1,-18,24,2,0,-1,-1,-0.0991211,-0.0375977,1.02197,-1.625,1.25,-0.4375,88,94,31,-10,-3,-1,1,3,-2,-2,-2,0.936523,0.155762,0.203125,-3.0625,-79.625,-27.875,104,16,82
