timestamp,Pitch,Roll,Yaw
1573324828998270,0.054398,0.931589,-0.702375
1573324829020785,0.120603,0.932797,-0.66007
1573324829043164,0.186801,0.944407,-0.616381
1573324829064750,0.252083,0.963554,-0.569448
1573324829081227,0.313715,0.989362,-0.520136
1573324829103464,0.370619,1.01895,-0.46786
1573324829132220,0.424682,1.04959,-0.411417
1573324829141162,0.474089,1.0817,-0.353528
1573324829163183,0.51589,1.11725,-0.29625
1573324829184964,0.544973,1.15475,-0.236646
1573324829207588,0.570954,1.1907,-0.178523
1573324829223899,0.597039,1.22397,-0.120768
1573324829245031,0.614331,1.25576,-0.0636692
1573324829261453,0.62238,1.27881,-0.0108771
1573324829283898,0.633186,1.29206,0.0349017
1573324829304909,0.635292,1.30737,0.0809268
1573324829321292,0.630867,1.31932,0.124592
1573324829326172,0.635301,1.32219,0.158265
1573324829348965,0.63734,1.3282,0.191759
1573324829371033,0.637282,1.33512,0.216685
1573324829386100,0.641652,1.34118,0.233917
1573324829410750,0.641952,1.35024,0.247729
1573324829439993,0.644727,1.355,0.255367
1573324829446057,0.646725,1.3592,0.258896
1573324829468702,0.648859,1.35691,0.254225
1573324829491141,0.652546,1.35497,0.242862
1573324829507071,0.657739,1.35562,0.225947
1573324829529223,0.65928,1.356,0.205666
1573324829551686,0.662165,1.35009,0.183576
1573324829565985,0.663719,1.34083,0.160092
1573324829588467,0.659118,1.3293,0.133897
1573324829611864,0.656918,1.31587,0.106095
1573324829626688,0.658717,1.30926,0.083471
1573324829649043,0.662533,1.30371,0.066195
1573324829671125,0.66798,1.29554,0.0545013
1573324829686750,0.673854,1.29058,0.050782
1573324829709059,0.679571,1.28595,0.0560288
1573324829731538,0.692673,1.27938,0.0712564
1573324829749073,0.709795,1.27901,0.0944003
1573324829768977,0.726502,1.29175,0.121047
1573324829791337,0.736552,1.31271,0.152046
1573324829806950,0.742871,1.33216,0.18476
1573324829828501,0.751378,1.35048,0.219098
1573324829851856,0.760371,1.36869,0.252548
1573324829866666,0.766495,1.38498,0.283551
1573324829888970,0.771347,1.39662,0.308422
1573324829911418,0.772521,1.40618,0.326271
1573324829933998,0.774927,1.40942,0.33219
1573324829948471,0.777224,1.4091,0.325281
1573324829972079,0.77729,1.40961,0.308199
1573324829986471,0.773643,1.40867,0.28655
1573324830008920,0.770598,1.40248,0.261307
1573324830031536,0.76917,1.39216,0.233692
1573324830046138,0.765759,1.37957,0.204848
1573324830069108,0.762643,1.36607,0.175382
1573324830091554,0.760072,1.35377,0.148329
1573324830106194,0.761458,1.34425,0.126878
1573324830128643,0.760276,1.33536,0.10946
1573324830151174,0.760074,1.32516,0.0963565
1573324830165797,0.760589,1.31933,0.0912185
1573324830189243,0.762239,1.31919,0.0925572
1573324830211722,0.764805,1.32095,0.0990897
