timestamp,x,y,z
1573325276500377,-0.0854492,0.73584,0.661621
1573325276520685,-0.154297,0.681641,0.619141
1573325276542874,-0.20752,0.608398,0.638672
1573325276560136,-0.275391,0.61377,0.655762
1573325276581308,-0.306641,0.675781,0.553711
1573325276602942,-0.388672,0.646484,0.510742
1573325276620540,-0.476563,0.568359,0.479004
1573325276641522,-0.532227,0.509766,0.443848
1573325276662976,-0.59668,0.474121,0.380859
1573325276682217,-0.669922,0.48877,0.312012
1573325276702646,-0.670898,0.416504,0.290039
1573325276723228,-0.618164,0.420898,0.346191
1573325276740978,-0.617676,0.388672,0.245117
1573325276761626,-0.699707,0.360352,0.168945
1573325276783222,-0.722656,0.234863,0.173828
1573325276800154,-0.77002,0.220215,0.158203
1573325276821892,-0.795898,0.177246,0.114258
1573325276850716,-0.843262,0.217773,0.122559
1573325276860539,-0.908691,0.286133,0.0078125
1573325276882010,-0.849609,0.404785,-0.015625
1573325276902590,-0.768066,0.562012,-0.00488281
1573325276922352,-0.810547,0.615723,0.0356445
1573325276943258,-0.946777,0.324707,0.0361328
1573325276963060,-0.960449,0.163574,-0.00146484
1573325276980467,-0.913086,0.314453,0.00488281
1573325277002992,-0.938965,0.562988,-0.027832
1573325277022816,-0.873047,0.486328,-0.0493164
1573325277040079,-0.881836,0.300293,-0.0244141
1573325277062530,-0.910156,0.228027,0.012207
1573325277083064,-1.01465,0.290039,-0.0195313
1573325277100683,-0.959473,0.392578,0.0180664
1573325277123160,-0.910156,0.424316,0.0458984
1573325277142705,-0.913574,0.458008,0.0429688
1573325277160169,-0.936523,0.388672,0.0478516
1573325277188063,-0.984375,0.3125,0.0429688
1573325277202870,-0.948242,0.275391,0.0517578
1573325277220296,-0.94873,0.255371,0.0981445
1573325277242715,-0.961426,0.308105,0.0761719
1573325277263274,-0.977539,0.26123,0.0444336
1573325277280779,-0.904785,0.237793,0.0996094
1573325277303226,-0.920898,0.249023,0.0932617
1573325277322747,-0.924316,0.296387,0.0908203
1573325277340316,-0.909668,0.374023,0.12207
1573325277370571,-0.88916,0.390137,0.138184
1573325277383111,-0.881836,0.393066,0.146973
1573325277400614,-0.867676,0.449219,0.158691
1573325277423057,-0.88916,0.535156,0.131836
1573325277443553,-0.897461,0.477539,0.113281
1573325277460147,-0.90625,0.321289,0.0776367
1573325277482596,-0.894043,0.314453,0.0644531
1573325277504193,-0.851074,0.455078,0.150879
1573325277519760,-0.878418,0.475098,0.149902
1573325277542488,-0.932129,0.383789,0.110352
1573325277563653,-0.933105,0.32959,0.0800781
1573325277579798,-0.925293,0.35498,0.0795898
1573325277602058,-0.942871,0.38916,0.104492
1573325277623535,-0.932617,0.41748,0.0859375
1573325277639873,-0.896973,0.354492,0.0898438
1573325277662507,-0.907715,0.324219,0.0942383
1573325277683001,-0.913574,0.317871,0.0927734
1573325277705448,-0.930664,0.272949,0.0966797
1573325277722293,-0.910645,0.266113,0.0737305
1573325277750344,-0.908691,0.232422,0.0834961
1573325277759128,-0.910645,0.191895,0.124023
1573325277781731,-0.915039,0.18457,0.104004
1573325277803204,-0.94873,0.21582,0.0844727
1573325277819795,-0.92334,0.328125,0.0830078
1573325277850055,-0.863281,0.411133,0.0981445
1573325277863721,-0.888184,0.40625,0.0932617
1573325277879334,-0.916504,0.418457,0.0976563
1573325277902208,-0.885254,0.526855,0.154785
