0.28582898,0.20887528,0.11984526,-0.27564666,0.005015594,0.2778805,-0.23130812,-0.17326987,0.27092916,0.002895413,0.31659755,-0.1550618,-0.31054196,-0.14946586,0.007995469,0.2852983,-0.2643532,-0.1870665,0.20582639,0.23878407,0.29041547,0.20146278,0.09404739,-0.011586034,-0.3210778,0.15065427,0.22261097,0.079033114,0.27117532
-0.20964178,0.007232283,0.07131041,-0.039474387,0.28756782,-0.1915863,0.25971735,0.12455484,-0.14072864,0.29905918,0.26352033,-0.20427401,0.29646304,0.15521154,-0.3857545,-0.3394041,0.39863276,-0.3453328,-0.30371594,0.07133669,-0.37567255,-0.14020462,-0.20791538,0.17528951,0.39128298,0.10909017,-0.014848072,-0.28111824,-0.15151598
0.21020979,0.12094686,-0.14390239,0.2553114,0.37408534,0.26235282,0.03449455,-0.0918182,0.05462203,0.15778725,-0.14532934,-0.28272563,-0.119428925,-0.32538292,-0.30538812,-0.09004359,-0.27469006,-0.07279395,0.13461088,0.16751283,-0.19634886,0.38276944,-0.053359937,-0.19308947,-0.08584421,-0.066666804,0.04083788,0.21474339,0.37200654
-0.17601246,-0.15183474,-0.19067161,-0.20296936,0.24975249,0.11966106,-0.122550115,0.059990942,0.24017349,0.25846717,-0.105826825,0.053631365,0.07436663,0.0662522,0.32599667,-0.25388992,-0.13806197,0.19941726,-0.060602814,0.09726411,0.020913512,0.31917617,0.30740395,-0.32314095,-0.30325866,0.1747208,-0.27003846,-0.35103935,-0.050957143
0.21612456,0.024609543,0.19059068,0.25631118,0.024603602,0.32373536,-0.3673866,0.27421263,0.102726184,0.13339956,0.2152775,3.63E-05,0.101682395,-0.177207,-0.091172636,0.098375246,0.12123743,-0.014189241,0.07229496,-0.09465049,0.22469962,-0.28288212,-0.05401815,0.30663574,0.19133446,0.15674691,-0.17687616,0.3453667,0.302881
0.08760291,-0.12931292,0.26154068,0.021154363,-0.2763906,0.10773468,0.22468774,0.12911707,0.15426084,0.28567386,-0.29660845,-0.05836341,-0.12648702,-0.3051434,-0.031701364,0.24402939,0.30965933,0.1138653,0.036798686,-0.16787839,-0.27710044,-0.00859609,-0.3606035,0.35431316,0.36577255,-0.093914494,-0.31657782,-0.25699356,0.16866703
-0.4012519,0.003277518,0.06599499,-0.08669663,0.22100197,-0.017108424,-0.269304,-0.20158602,0.21938846,0.07816559,-0.29782793,-0.23752649,-0.34196398,0.10305401,0.027994191,-0.16817786,-0.034906756,-0.20669279,0.098230734,-0.23201782,0.17477754,-0.25831863,0.18626857,0.120503865,0.23612331,-0.2439924,0.21361783,0.18976256,0.32605916
-0.16120383,-0.3039469,0.3064001,-0.2524908,0.16997674,0.06796819,0.26542455,-0.29581243,0.10739093,0.3292252,0.3942247,0.15274113,0.022693317,-0.21386352,-0.010380765,-0.114538155,-0.19004698,-0.26848242,-0.075749494,0.001083536,0.000402521,0.058034,-0.24726212,0.21591203,0.30554426,-0.15691641,0.21860501,0.0700125,-0.23917745
-0.01529411,-0.21520784,-0.11842365,-0.33717343,-0.13550974,0.12125172,-0.35963935,-0.1141226,-0.010483874,-0.2798725,-0.120492674,-0.18847564,0.2220416,0.18533246,-0.14740463,0.3442891,0.21572523,-0.28207597,-0.2766278,0.10903556,0.07819553,0.23022091,-0.1766457,-0.12356236,0.3975737,0.17650019,0.18699896,0.27334902,0.027424913
-0.15525265,0.12929161,0.22516452,-0.28785923,0.24325353,0.007041541,0.14653309,0.3141058,-0.015029729,-0.054670796,0.13246237,0.4190508,-0.40621397,0.3780062,-0.11545959,-0.004365742,-0.091388315,-0.19742365,-0.054221716,-0.001684194,-0.38838676,0.30606663,0.19892345,0.23858434,0.13671461,0.071203925,-0.35229477,-0.2415753,-0.14694731
0.32806975,0.37464178,-0.045561705,-0.19638872,0.20364057,-0.14032272,-0.28792623,-0.16193987,-0.044091456,-0.031193748,-0.028683193,-0.24802987,0.2012116,-0.24284954,0.061350185,0.2045917,-0.14741647,0.09372385,-0.22982496,0.34082243,0.23567511,0.123833306,-0.2763887,-0.12699468,-0.32476196,-0.345347,-0.040770516,-0.26228935,0.11981389
0.13016973,0.09743536,0.047145303,0.16585587,-0.035105694,0.21294314,0.23624904,0.2921768,-0.23491473,-0.14677532,-0.13913007,-0.27314225,-0.0644517,-0.092932336,0.2449817,0.2237232,-0.41083023,0.2361021,0.14095931,-0.15896788,-0.13865735,-0.077653,-0.11097966,0.11730452,-0.27060434,-0.18079472,-0.16162093,0.18750946,0.25958174
0.09139767,-0.07747388,-0.23837695,-0.23174646,0.16518429,-0.27178675,-0.12590355,-0.010040641,0.10231367,-0.2832336,-0.059695512,0.14553526,0.004401594,-0.020878792,-0.070729494,0.15682635,-0.24488617,-0.008622885,0.037280828,-0.13180184,0.28802493,-0.20793512,0.24171057,-0.23437023,-0.27420455,0.08602297,-0.32848793,-0.005697429,0.12207714
0.038194764,-0.2397751,-0.017174356,-0.024706254,0.28248692,-0.10423085,0.1261514,-0.22792135,0.22434738,0.24564916,0.31617838,0.19048719,-0.3273124,0.14765055,0.2220687,-0.12937783,0.12278165,-0.13532044,-0.2112128,0.24951607,-0.1668281,0.35872033,-0.39895424,-0.19610108,-0.07429895,-0.17019959,0.28539675,-0.116583996,0.06280625
0.18927297,-0.04968001,-0.19850647,0.11135335,0.000710953,0.21933219,0.3246051,-0.36339912,0.08552481,0.3626466,-0.2217467,0.36586478,-0.07195876,-0.2664727,0.17099033,-0.168349,-0.36736664,-0.32680747,-0.38387054,0.3323864,0.13387577,-0.36735117,-0.34244922,-0.11752142,-0.13207301,-0.17926238,0.23480448,-0.11660825,-0.33047405
-0.19518702,-0.2159316,-0.3942136,0.27005437,-0.20911103,-0.3027107,0.16974962,0.21768348,-0.06673056,-0.028815795,0.29060784,-0.16522211,-0.29026142,0.33578557,0.104444236,0.042973645,-0.16289862,0.014279724,-0.22967322,0.3059855,0.01841735,0.11302541,0.2713118,-0.032120205,0.02254541,-0.044743277,-0.16451614,-0.2154445,0.19672719
