,roll,pitch,yaw
340,-69.46774771082895,-72.4855357727455,-81.37322779249362
341,-68.90419579986883,-72.34124935278125,-81.36251613471187
342,-67.8122249836549,-72.2022037146391,-81.30618575094834
343,-65.98389118367018,-72.08998381295203,-81.20712457091354
344,-63.80556485185076,-72.00138989741534,-81.09677740632635
345,-61.52183101363133,-71.97964560444306,-80.98439140240154
346,-58.972373435171626,-71.98188849615543,-80.8482459662375
347,-55.65045406999248,-72.05955563919638,-80.66274889053928
348,-51.207728985607766,-72.19044076424899,-80.43661303247056
349,-46.35108409060167,-72.33662235131911,-80.21246170725034
350,-42.50315020895002,-72.47144798637848,-80.0240403574622
351,-40.20300620130103,-72.63111231187739,-79.86627021285199
352,-39.97497509295842,-72.79393789343051,-79.75973641600383
353,-41.308685304991414,-72.97505469076785,-79.67261716908313
354,-43.835291285240764,-73.15959447105028,-79.61442343229305
355,-46.945803031992554,-73.30357471041337,-79.60633708079034
356,-49.7516137294298,-73.40049162465282,-79.6374549920785
357,-51.928362861832674,-73.43663006359048,-79.68838150134769
358,-53.4229440300026,-73.44237945376564,-79.74630610596614
359,-54.39381246650807,-73.39127576535144,-79.8090628267058
360,-55.03794581676391,-73.33478780689767,-79.8737813272066
361,-55.413421454744814,-73.28837479109875,-79.924688408563
362,-55.55014098558905,-73.22933341967943,-79.96457026324293
363,-55.52605551686574,-73.19336005461932,-79.97808195416887
364,-55.33768550889813,-73.19094054408058,-79.97085766292821
365,-54.98695217493433,-73.21245602917655,-79.93760001810851
366,-54.2474484429225,-73.23178814177267,-79.87568117448978
367,-53.04014579832496,-73.32460100328454,-79.76876398711403
368,-51.36135579849507,-73.42857550497396,-79.63340529293505
369,-49.145919815659646,-73.56032084364772,-79.46179876060165
370,-46.19548926010215,-73.70881784111167,-79.2632812246386
371,-42.602774834803874,-73.88616243175672,-79.03491454145245
372,-38.186938024107086,-74.06351274159313,-78.78596598201908
373,-33.26214068413904,-74.25618976838142,-78.52747654796453
374,-28.02527614054262,-74.44068047484471,-78.2829220399864
375,-23.134785742404947,-74.5995215830632,-78.05523078982965
376,-18.641930770351575,-74.7588541402329,-77.85296535264972
377,-15.555521444048734,-74.884979703063,-77.68693496288043
378,-13.161233791522257,-74.97722482989887,-77.56373271528037
379,-11.892121076279084,-75.01801683347614,-77.49549998227836
380,-11.218229449027344,-75.04379103084652,-77.47349206567723
381,-11.456224514264012,-75.01391715603421,-77.49743942222102
382,-12.101775416105768,-74.97286706814542,-77.55866217194371
383,-13.293102811327346,-74.89292038261796,-77.64842284077105
384,-14.498993196291277,-74.79118994129456,-77.75943785256881
385,-15.761304480610153,-74.70397733211351,-77.86621214415266
386,-17.088846910530457,-74.63541993805146,-77.96340186066506
387,-18.51412024944945,-74.5421938477174,-78.05775991657889
388,-19.956564603861725,-74.47862348927696,-78.14495378344924
389,-20.308590232921468,-74.40347491629272,-78.2060258066554
390,-19.249120427800413,-74.34494655100549,-78.22263211411918
391,-16.81844972622663,-74.32640979950645,-78.20609883088581
392,-13.265878034973397,-74.30787097705301,-78.15014725479934
393,-8.595640386135704,-74.31630222743924,-78.05966637949098
