timestamp,roll,pitch,yaw
1569408142506030,0.897066,-0.286611,-1.60329
1569408142529006,0.897066,-0.286611,-1.60329
1569408142544266,0.89678,-0.286151,-1.60359
1569408142567918,0.895819,-0.28574,-1.60389
1569408142588807,0.895187,-0.285186,-1.60445
1569408142604139,0.894353,-0.28486,-1.60485
1569408142628037,0.893409,-0.284375,-1.60531
1569408142681558,0.892858,-0.284009,-1.60567
1569408142681558,0.892732,-0.283924,-1.60557
1569408142691494,0.89314,-0.283967,-1.60561
1569408142709723,0.893705,-0.284069,-1.60546
1569408142725405,0.894554,-0.284318,-1.6052
1569408142755355,0.895323,-0.284379,-1.60515
1569408142791653,0.895685,-0.284524,-1.6049
1569408142801613,0.895685,-0.284524,-1.6049
1569408142807311,0.895685,-0.284524,-1.6049
1569408142829567,0.895685,-0.284524,-1.6049
1569408142845084,0.895685,-0.284524,-1.6049
1569408142875046,0.895747,-0.284474,-1.60475
1569408142890008,0.895747,-0.284474,-1.60475
1569408142912902,0.895747,-0.284474,-1.60475
1569408142935842,0.895747,-0.284474,-1.60475
1569408142958781,0.895747,-0.284474,-1.60475
1569408142980760,0.895747,-0.284474,-1.60475
1569408142995681,0.895747,-0.284474,-1.60475
1569408143009644,0.895747,-0.284474,-1.60475
1569408143032583,0.895747,-0.284474,-1.60475
1569408143055522,0.895747,-0.284474,-1.60475
1569408143070483,0.895747,-0.284474,-1.60475
1569408143093420,0.895747,-0.284474,-1.60475
1569408143115397,0.895747,-0.284474,-1.60475
1569408143129323,0.895747,-0.284474,-1.60475
1569408143153302,0.895747,-0.284474,-1.60475
1569408143175202,0.895747,-0.284474,-1.60475
1569408143196147,0.895841,-0.284398,-1.60475
1569408143214098,0.895841,-0.284398,-1.60475
1569408143235084,0.895841,-0.284398,-1.60475
1569408143255987,0.895841,-0.284398,-1.60475
1569408143272940,0.895841,-0.284398,-1.60475
1569408143295879,0.895841,-0.284398,-1.60475
1569408143318816,0.895967,-0.284483,-1.60485
1569408143332785,0.895841,-0.284398,-1.60475
1569408143356757,0.895967,-0.284483,-1.60485
1569408143376665,0.895967,-0.284483,-1.60485
1569408143392619,0.895967,-0.284483,-1.60485
1569408143415560,0.895967,-0.284483,-1.60485
1569408143437542,0.895967,-0.284483,-1.60485
1569408143452461,0.895967,-0.284483,-1.60485
1569408143475434,0.895967,-0.284483,-1.60485
1569408143504321,0.895967,-0.284483,-1.60485
1569408143513297,0.895967,-0.284483,-1.60485
1569408143535238,0.895841,-0.284398,-1.60475
1569408143556184,0.895841,-0.284398,-1.60475
1569408143573138,0.895841,-0.284398,-1.60475
1569408143595080,0.895841,-0.284398,-1.60475
1569408143618018,0.895841,-0.284398,-1.60475
1569408143632979,0.895841,-0.284398,-1.60475
1569408143654919,0.895841,-0.284398,-1.60475
1569408143677859,0.895841,-0.284398,-1.60475
1569408143692820,0.895841,-0.284398,-1.60475
1569408143715756,0.895841,-0.284398,-1.60475
1569408143737698,0.895841,-0.284398,-1.60475
1569408143752698,0.895841,-0.284398,-1.60475
1569408143782582,0.895841,-0.284398,-1.60475
1569408143797537,0.895841,-0.284398,-1.60475
1569408143820477,0.895841,-0.284398,-1.60475
1569408143841463,0.895841,-0.284398,-1.60475
1569408143858408,0.895841,-0.284398,-1.60475
1569408143880316,0.895967,-0.284483,-1.60485
1569408143901261,0.895967,-0.284483,-1.60485
1569408143918216,0.896045,-0.284356,-1.60485
1569408143940157,0.896061,-0.284407,-1.60484
1569408143961128,0.896061,-0.284407,-1.60484
1569408143978057,0.896045,-0.284356,-1.60485
1569408143999998,0.896045,-0.284356,-1.60485
1569408144021938,0.896045,-0.284356,-1.60485
1569408144037895,0.896045,-0.284356,-1.60485
1569408144060833,0.896171,-0.28444,-1.60495
1569408144081779,0.896045,-0.284356,-1.60485
1569408144097736,0.896045,-0.284356,-1.60485
1569408144120674,0.896045,-0.284356,-1.60485
1569408144142645,0.896045,-0.284356,-1.60485
1569408144148644,0.896045,-0.284356,-1.60485
1569408144163560,0.896045,-0.284356,-1.60485
1569408144185501,0.896045,-0.284356,-1.60485
