Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.392578,-0.792969,0.541504,-0.3125,-2,4.1875,62,111,46,0,0,0,0,0,0,0,0,-0.606934,0.513184,0.666992,-2.125,-1.1875,0.5,108,124,27
2,0,0,0,0,0,0,0,0,-0.392578,-0.792969,0.541504,-0.3125,-2,4.1875,62,111,46,0,0,0,0,0,0,0,0,-0.709961,0.44043,0.817871,28.3125,-5.75,17.875,109,124,27
3,-3,-2,-2,-1,-3,-2,-5,-2,-0.393555,-0.738281,0.579102,-1.25,-0.6875,0.8125,63,111,46,1,14,8,-3,27,11,-1,0,-0.913086,0.773438,0.984375,-9.125,-70.1875,82.75,109,120,28
4,-1,0,-1,-1,-4,-2,-13,-1,-0.519531,-0.821777,0.591309,-2.6875,2.25,2.375,63,111,46,-26,-31,-34,-9,-2,4,-2,-21,-0.661133,0.968262,0.978516,4.5625,-115.625,135.938,110,114,29
5,-1,1,2,0,-3,-3,-3,13,-0.385254,-0.772461,0.560547,-0.3125,-1.75,-0.5,63,112,46,-12,0,-5,-3,2,-48,-3,-7,-0.427246,0.959961,0.932129,-52.9375,-161.5,215.812,109,100,30
6,-2,-1,-1,0,-1,-1,3,1,-0.382324,-0.753418,0.575195,2.8125,-3.3125,-0.3125,63,111,46,5,11,4,13,45,52,32,19,-0.0253906,0.701172,0.774414,-83.75,-173.062,258.625,107,83,33
7,2,2,2,-1,-3,1,1,6,-0.380371,-0.759277,0.584473,1.5,-2.25,-0.3125,63,111,46,13,-5,-1,-1,-49,-27,-44,77,0.151855,0.476562,0.769531,-97.9375,-172.312,269,105,71,36
8,0,0,-2,-1,3,0,1,2,-0.375977,-0.755371,0.588379,0.375,-0.875,-0.25,63,111,46,39,4,2,1,14,28,57,41,0.389648,0.261719,0.614746,-110.938,-144,265,99,56,42
9,1,0,-3,-3,-1,0,1,4,-0.380371,-0.748047,0.575195,-0.8125,0.5625,-0.875,63,111,46,-11,-9,-6,-9,-18,-1,29,67,0.479004,-0.10791,0.523926,-122.438,-106.625,218.75,90,46,50
10,2,-1,-1,-1,-1,-1,3,-5,-0.382324,-0.753418,0.571777,-0.0625,0.6875,-1.125,63,111,46,-62,-15,-1,-1,-58,13,-25,-105,0.545898,-0.0551758,0.443848,-83.625,-73.0625,189.062,85,44,55
