Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.325684,-0.721191,0.659668,-2.9375,1.5,1.8125,66,108,55,0,0,0,0,0,0,0,0,-0.57373,0.572266,0.605469,-2.1875,0.5625,-0.1875,111,124,54
2,0,0,0,0,0,0,0,0,-0.325195,-0.714844,0.657227,-6.0625,1.875,2.375,66,108,55,0,0,0,0,0,0,0,0,-0.566895,0.571777,0.603027,-1.625,0.4375,-0.3125,111,124,54
3,1,-1,0,0,0,-2,-1,-9,-0.313477,-0.708984,0.646973,-9,4.25,-1.875,65,108,55,3,0,-1,0,4,-1,-16,-4,-0.55957,0.578613,0.619141,0.3125,0.0625,-0.75,111,124,54
4,-2,-1,-4,-3,-3,0,1,0,-0.297363,-0.73584,0.63916,-3.1875,4.875,-3.3125,65,108,55,-7,-3,-10,-22,-14,2,6,-1,-0.591797,0.521973,0.73877,7.75,5,9,111,124,54
5,0,-2,-4,-2,1,0,-1,0,-0.333984,-0.741211,0.623047,-2.125,2.9375,2.75,65,108,54,11,19,6,-1,-29,1,-4,5,-0.630859,0.592773,0.878906,27.75,7,18.1875,111,124,54
6,2,1,1,2,-1,-1,-1,0,-0.351074,-0.757324,0.607422,1.5,0.25,1.5,65,108,54,12,1,-18,-30,-8,-7,-13,-4,-0.902832,1.11475,1.12744,54.8125,-106.375,93.9375,112,118,54
7,-1,1,-1,-2,0,0,1,0,-0.360352,-0.743164,0.631836,15.75,-13.0625,-5.875,65,108,55,4,-7,-9,8,-36,0,-1,3,-0.256348,1.19629,1.10547,-59.625,-211.812,181.688,112,103,54
8,-2,-1,-3,2,-1,1,-1,-1,-0.30127,-0.696777,0.677734,11.5625,-20.125,-8.1875,66,107,55,11,-2,4,22,23,5,-24,-12,-0.0107422,0.597656,0.86084,-84.5,-228.75,167.875,110,92,53
9,-2,1,-1,-2,-3,-1,-3,-1,-0.259277,-0.698242,0.660156,-7.75,-8.8125,4.875,66,107,55,12,5,-4,-5,10,-11,-20,3,0.0146484,0.569336,0.412598,-111.375,-160.625,106.5,108,78,52
10,-3,-1,1,0,1,0,-3,-4,-0.266602,-0.729004,0.67334,-12.3125,3.875,1.125,66,106,55,-27,-3,1,13,34,-14,-3,-2,0.129395,0.236816,0.273926,-127.312,-101.5,54.5625,105,73,52
