Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.62207,-0.727539,0.382324,-1.875,2.25,0.625,58,128,109,0,0,0,0,0,0,0,0,-0.607422,0.402832,0.709961,0.375,0.4375,0.625,105,126,67
2,0,0,0,0,0,0,0,0,-0.63916,-0.693359,0.366699,-3.125,2.6875,3.5625,58,128,109,0,0,0,0,0,0,0,0,-0.605469,0.414551,0.706543,2.0625,0.4375,1.125,105,126,67
3,-1,-2,-2,1,-2,0,-1,-1,-0.624512,-0.693848,0.367188,3.625,3.375,0.0625,58,128,109,-9,-3,-6,-17,-4,-5,-15,0,-0.648438,0.371582,0.774414,-3.125,-1.0625,1.0625,105,126,67
4,-1,-1,0,0,-1,0,-2,-1,-0.659668,-0.719727,0.366211,3.375,1.1875,1.125,58,128,109,3,9,17,12,7,3,9,0,-0.688965,0.306152,0.830566,-6.75,-6.8125,18.8125,104,125,67
5,-2,0,0,-3,0,-3,-3,-1,-0.641602,-0.70752,0.359375,2,1.875,2.375,58,128,109,-3,-2,0,1,-5,-9,-10,-1,-0.800781,0.62207,0.879395,22.5,-53.0625,34,105,124,67
6,0,-2,-2,-2,-2,-2,-1,-3,-0.64209,-0.677734,0.352051,-1.8125,-1.6875,2,58,129,109,5,10,35,0,-5,-11,-11,-11,-0.586426,0.608887,1.07373,-8.125,-156.938,121.25,105,115,68
7,-1,-2,-1,-1,-1,-1,-1,-1,-0.63916,-0.699707,0.360352,-6.125,-1.4375,-1.0625,58,128,109,-7,1,2,15,9,9,24,2,-0.190918,0.633301,1.0415,-19.6875,-206.75,168,105,100,69
8,0,-2,0,-2,-2,-2,-1,-3,-0.628418,-0.710449,0.361328,-2.4375,-0.8125,-1.6875,58,128,109,4,-2,-4,3,14,24,8,11,-0.0454102,0.513184,0.958008,-59,-225.688,171.562,104,89,69
9,3,0,-2,-1,0,0,-1,-1,-0.644043,-0.712402,0.374023,0.9375,1.25,-2.125,58,128,109,-5,6,6,-5,-6,-3,-4,-7,0.121582,0.336426,0.820312,-89.0625,-226.312,175.625,102,72,71
10,-2,0,0,-1,-1,-3,0,-1,-0.644043,-0.709961,0.371094,4.375,2.0625,-1.5625,58,128,109,-12,-2,-4,-4,5,1,-11,-5,0.330078,0.243652,0.739258,-70.8125,-209.125,176.625,99,61,73
11,0,-2,-2,-2,-1,0,-1,-1,-0.638184,-0.69043,0.362793,1.375,-0.1875,-1.0625,58,128,109,-14,-2,13,19,24,27,14,-3,0.580566,0.15918,0.626465,-73.4375,-168.938,148.75,95,48,76
12,2,-1,-1,-1,0,-1,0,3,-0.646484,-0.703125,0.371094,2.25,-1.0625,-0.3125,58,128,109,3,-5,-8,-8,-4,3,13,3,0.660645,0.0922852,0.524902,-64.0625,-141.938,106.812,90,39,81
13,0,0,-1,0,-1,-2,-2,0,-0.631348,-0.717773,0.367188,-2.25,0.0625,-0.625,58,128,109,6,10,9,15,14,3,-15,6,0.760254,-0.0136719,0.483398,-67.3125,-127.875,89.6875,86,34,84
14,0,-1,-2,-1,-2,-2,0,2,-0.630859,-0.71875,0.360352,0.375,-0.9375,0,58,128,109,-7,-11,-12,-12,-7,-6,-11,-6,0.873535,-0.13623,0.374023,-62.1875,-105.812,80.375,79,28,90
15,0,-1,-1,-1,-2,0,0,1,-0.621094,-0.717285,0.374023,0,-0.375,0.125,58,128,109,-12,-21,-15,5,17,15,8,7,0.843262,-0.252441,0.29834,-36.6875,-81.75,71.75,74,26,95
16,0,-3,0,-1,0,1,-2,-3,-0.633301,-0.702637,0.365234,-0.375,0.3125,-0.5625,58,128,109,-6,9,5,0,1,3,11,4,0.835449,-0.31543,0.253906,-17.1875,-38.5,61.5,68,26,101
17,0,1,-1,-2,-1,-2,-1,0,-0.631836,-0.712402,0.371094,-0.6875,0.25,-0.3125,58,128,109,-24,8,8,1,-1,8,-5,-27,0.825684,-0.355957,0.232422,-3.0625,1.6875,41.8125,65,27,104
18,-1,1,1,-2,-1,-2,-3,-1,-0.635254,-0.707031,0.37207,-0.75,0.375,0.375,58,128,109,-2,-5,0,9,0,0,-5,0,0.783203,-0.387207,0.307129,9.125,9.9375,23.25,64,29,104
19,-2,-6,-1,0,0,-1,0,-2,-0.636719,-0.710449,0.375,-0.4375,0.6875,0.625,58,128,109,-6,-3,-11,-7,-1,0,-3,-6,0.780273,-0.36377,0.315918,-10.75,-4,0.875,64,29,105
20,-1,-1,-2,-3,-2,0,-1,-2,-0.637207,-0.716797,0.369629,1,1.25,1.5,58,128,109,3,7,20,53,19,-2,3,-2,0.803711,-0.383789,0.308594,-2.0625,2.4375,-2.5625,64,29,105
21,0,-4,-3,-2,-1,-1,1,3,-0.629395,-0.705078,0.366211,2.6875,0.875,1.6875,58,128,109,1,2,8,32,28,22,8,-1,0.765137,-0.380859,0.309082,-6.8125,2.5625,-9.125,64,29,104
22,-1,1,-2,-1,-2,-1,-1,-2,-0.633301,-0.705566,0.364746,3.0625,0.5,1.4375,58,128,109,1,-3,-5,-13,-2,-11,9,3,0.799316,-0.433105,0.337402,-11,3,-24.6875,65,29,104
23,-2,-1,2,-3,-1,-1,0,-2,-0.646973,-0.708496,0.356445,1.3125,-0.3125,1.5,58,128,109,-5,3,-9,-24,-25,-28,-11,-4,0.869141,-0.378418,0.311523,-15.0625,20.75,-50.5,66,28,101
24,0,1,0,0,-2,-1,-1,0,-0.63623,-0.70752,0.362305,1.6875,-0.625,0.75,58,128,109,-1,4,-2,-3,5,37,3,-2,0.900879,-0.338379,0.336914,-9.6875,42.1875,-47.125,68,27,99
25,1,-1,-2,0,-3,0,0,1,-0.645996,-0.694336,0.369141,-1.125,-2.375,-0.125,58,128,109,3,-26,-10,-5,-1,13,1,13,0.895508,-0.223633,0.360352,16.375,81.3125,-22.4375,72,29,95
26,1,0,0,0,1,-2,1,18,-0.638672,-0.695312,0.381836,0.3125,-1.875,-0.75,58,128,109,1,5,-1,-13,-7,11,5,-14,0.812012,-0.286133,0.393555,-0.4375,99.875,-19.8125,74,32,92
27,-2,-1,2,-2,0,0,-2,-7,-0.630371,-0.693359,0.386719,0.9375,-1.3125,-0.8125,59,128,109,0,-2,2,16,36,16,9,1,0.751953,-0.164062,0.478027,36.25,148.375,6.9375,77,39,89
28,-2,0,2,-1,-1,0,-2,-4,-0.640625,-0.71582,0.391113,2.25,0.5,0.375,59,128,109,24,17,10,20,14,11,-13,-6,0.614258,-0.162598,0.569824,37.5,192.562,-7.625,81,49,86
