Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.592285,-0.499023,0.970703,96.75,-45.75,-78.25,72,119,95,0,0,0,0,0,0,0,0,-0.447266,0.278809,0.88916,-2.125,0.125,0.1875,99,116,76
2,0,0,0,0,0,0,0,0,-0.624023,-0.612305,1.05469,110.312,-58.625,-86.125,73,117,94,0,0,0,0,0,0,0,0,-0.449707,0.259766,0.90625,-2.8125,0.25,1.125,99,116,76
3,12,25,23,14,9,4,1,7,-0.300293,-0.540039,0.897461,119.5,-72,-123.438,77,107,91,2,6,3,6,7,-10,-1,1,-0.466797,0.154785,1.24414,27,-5.9375,26.0625,99,115,76
4,-3,2,18,3,4,0,0,-3,-0.176758,-0.510254,0.786621,126.75,-75.1875,-128.875,80,100,88,0,-5,-23,-1,7,13,4,1,-0.632812,0.342773,1.08789,36.1875,-52,19.1875,99,113,77
5,3,4,-3,5,5,6,7,4,-0.0839844,-0.431152,0.724121,128.312,-77.125,-123.5,81,98,87,-2,-3,-5,6,-2,-1,-2,-3,-0.586426,0.458008,1.19775,48.6875,-135.75,97,101,106,77
6,-4,-1,-1,-20,-10,-7,0,5,-0.0214844,-0.241211,0.646484,71.75,-45.75,-51.625,85,92,85,6,4,5,-4,1,8,9,7,-0.217285,0.556641,1.19336,3.9375,-185.875,150.375,101,98,78
7,-1,-4,-37,-13,-6,-5,-6,-8,0.0102539,-0.15918,0.687012,44.75,-24.8125,-24.75,86,91,84,1,5,5,2,-11,-5,6,-4,0.0742188,0.459961,0.975586,-58.5,-212.875,188.438,100,82,81
8,0,0,6,1,-1,-3,-1,-1,-0.0302734,-0.124512,0.787598,16.75,-5.0625,-8.125,86,90,84,-3,-5,-10,-3,-1,1,-1,3,0.353516,0.347168,0.788574,-88.9375,-196.438,193.25,98,72,83
9,-1,-2,-11,0,4,-2,-3,-2,0.0317383,-0.14502,0.834473,9.875,7.125,3.25,86,90,84,1,2,-2,-15,-40,-13,0,0,0.42041,0.242188,0.623047,-85.9375,-146.938,166.312,94,60,88
10,-1,-4,-25,-13,-5,-3,2,3,0.0341797,-0.130859,0.907715,-12.375,7.125,25.9375,86,91,84,-2,-7,-9,-19,-24,2,0,4,0.44873,-0.00488281,0.514648,-107.188,-83.5625,117.812,88,53,93
11,1,-16,9,-1,-3,0,1,-2,0.104492,-0.117188,0.974121,-13.75,11.125,42.25,86,91,85,-4,-6,-7,-8,2,5,-4,-1,0.466309,-0.059082,0.500488,-74.6875,-48.9375,74.625,85,51,95
12,3,6,-18,-27,-13,-13,-8,0,-0.00976562,-0.185059,1.00928,-29.625,27,72.9375,85,93,87,2,-1,-1,-20,-38,-2,0,0,0.471191,-0.138672,0.595703,-35.875,-9.3125,24.125,83,50,96
13,-4,-5,-25,-19,-4,-6,-4,-5,-0.0585938,-0.138672,1.01074,-16.625,31.8125,77.1875,85,94,88,-4,-7,-5,-2,9,13,6,-1,0.460449,-0.18457,0.631348,-13.625,5.3125,15.5,82,50,97
14,-6,-3,6,8,9,9,5,-1,-0.181641,-0.157715,1.01025,-5.5,32.0625,65.375,85,97,90,-3,-1,-2,-1,13,5,5,-3,0.564453,-0.183105,0.616699,-9.5,20.6875,-11.75,82,51,97
15,-4,-4,-32,-27,-9,-7,-6,-4,-0.396973,-0.132812,1.01709,-23.4375,32.5,56.125,84,100,92,0,-5,-7,-3,-8,-65,5,5,0.612305,-0.151367,0.581055,11.6875,54.6875,-25.75,83,52,96
16,4,15,43,38,12,8,0,2,-0.282227,-0.189453,0.958984,-17.5,23.25,29.5,84,102,93,0,-1,-3,-1,-18,67,4,7,0.719727,-0.22168,0.592773,-161.125,138,-73.25,81,57,93
17,6,10,-56,-1,14,9,7,7,-0.290039,-0.19873,0.908691,-23.625,48.8125,21.8125,84,104,93,5,-2,-2,-6,-11,13,1,17,0.393555,-0.578125,0.72998,-161.812,194.375,-84.125,79,63,90
18,-4,-2,7,9,2,-1,2,0,-0.390625,-0.231934,0.91748,-0.1875,40.3125,9.8125,83,106,93,-1,8,4,5,18,21,9,5,0.439941,-0.431152,0.847656,82,236.062,-15.875,80,75,87
19,-11,-12,-2,7,-15,-12,-9,-9,-0.318848,-0.231445,0.92041,-42,26.8125,13.0625,83,108,93,-5,-11,-5,-2,-29,-9,7,4,0.00830078,-0.0288086,0.865234,141.688,211.375,-68.75,85,87,83
20,-2,-4,13,-8,-5,0,-1,2,-0.293457,-0.296875,0.836914,-38.25,30.6875,16.375,82,109,93,2,1,5,11,22,26,11,6,-0.399414,0.314453,1.03516,-25.375,122.25,-96.125,86,93,81
21,0,-4,-1,24,5,-2,-2,-1,-0.296875,-0.245605,0.758301,-47.8125,42.5,13.8125,81,112,94,-6,0,-7,-5,-14,7,8,-3,-0.136719,-0.338379,1.13965,31.625,93.1875,-16.0625,84,98,79
22,-4,-7,-24,-23,-11,-2,-6,-9,-0.345215,-0.351562,0.79541,-55.75,50.3125,23.5,79,114,94,5,0,0,3,5,1,5,2,-0.271973,0.0400391,1.1626,70,31,-18.4375,85,100,79
23,2,3,-36,-39,3,0,2,8,-0.519531,-0.299316,0.923828,-38,62.1875,21.9375,78,118,94,1,3,2,-1,-8,6,-3,-4,-0.146973,-0.119141,1.02783,17.0625,31,0.9375,86,101,79
24,-4,-6,6,-3,-5,-4,-3,-1,-0.537109,-0.400879,0.903809,-38.375,72.9375,26.1875,77,120,94,4,2,1,2,1,8,2,0,-0.227051,-0.179199,0.966309,-0.9375,43.125,-21.0625,86,102,78
25,2,-3,8,0,0,-2,6,6,-0.728027,-0.438477,0.774414,-12.9375,79.875,34.625,77,126,93,-1,0,2,7,25,17,5,1,-0.232422,-0.0888672,0.959961,31.5,57.5,-19.5625,86,105,78
26,-3,-5,-2,-3,-2,-1,-9,-5,-0.851074,-0.361816,0.961914,2.125,9.375,13.75,77,127,94,-1,-2,-2,-8,-13,-9,0,-2,-0.307617,0.0761719,0.625488,28.8125,52.1875,-9.625,87,109,77
27,0,1,0,-2,-3,0,-2,-3,-0.558105,-0.333496,0.845703,-64.3125,6.1875,-2.625,76,127,94,0,4,11,9,-10,-10,2,-1,-0.794434,-0.263184,1.2915,19.4375,54.125,-8.4375,87,113,76
28,-1,1,3,-1,0,-3,-1,-2,-0.615234,-0.452637,0.706543,3.9375,4.6875,14.9375,75,127,94,0,1,2,3,-4,-2,-1,-1,-0.273438,-0.149414,1.12646,31.4375,67.9375,-8.1875,88,118,76
29,-2,-3,-1,-2,-1,-1,0,-1,-0.651855,-0.373535,0.65625,8.875,2.75,9.8125,76,128,94,-2,0,2,-2,-9,-4,-3,-2,-0.497559,-0.00195312,0.941895,23.375,63.6875,-4,88,120,76
30,8,1,-1,0,-2,0,0,5,-0.656738,-0.361328,0.657227,-18.875,6.6875,3,75,128,94,-21,-7,-4,-4,10,7,5,4,-0.683105,0.114746,1.19922,2.8125,9.1875,-3.9375,89,122,76
31,-4,-1,-1,-2,0,-3,-5,-3,-0.648438,-0.414551,0.717285,-14,1.25,6.875,75,129,94,0,-4,-3,-2,-4,-14,-1,-2,-0.483887,-0.23584,1.09375,-13.875,-18.1875,2.5625,88,121,75
32,-5,-1,-1,-1,-2,-3,-9,-5,-0.616699,-0.416016,0.746582,-16.625,-0.9375,1.1875,75,128,95,2,-2,-1,-2,-2,-2,-2,-1,-0.510254,0.0126953,0.891113,66.3125,14.3125,-2.6875,90,121,75
33,0,1,-1,0,-1,-1,-6,-2,-0.628418,-0.397461,0.750488,-8.3125,0.0625,-1.25,74,128,95,-3,-4,-2,1,1,3,2,1,-0.541016,0.105469,0.845703,24.9375,12.5,0.375,91,121,75
34,-1,-2,0,-1,-1,-1,2,-5,-0.632812,-0.389648,0.699219,-2.9375,1.625,0.6875,74,128,95,0,0,-2,0,1,1,1,1,-0.539062,0.0712891,0.82666,8.25,7.5,-1.8125,91,122,75
35,-2,-3,-1,-3,-2,0,-5,-4,-0.62793,-0.431152,0.655762,3.0625,1.5,-3.5625,74,128,94,1,0,-1,-3,-6,-9,2,4,-0.56543,0.0708008,0.859863,12.375,2.625,4.8125,91,122,76
36,-2,-2,-3,-2,-2,-2,-4,-1,-0.634766,-0.419922,0.661133,-1.5625,0.4375,-0.6875,74,128,94,-3,0,1,-2,-3,-4,-4,-9,-0.533691,0.100098,0.933594,11,-3.625,4.125,92,122,76
37,-1,4,0,-2,-2,0,5,-1,-0.637695,-0.411621,0.6875,-3.9375,-0.5,-1,74,128,94,-2,-1,-1,-1,4,-3,-5,-3,-0.464355,0.0527344,0.936035,9.75,-6.3125,3.1875,92,121,76
38,-1,-1,0,0,-2,1,0,-5,-0.634766,-0.420898,0.704102,-6.0625,-0.875,-0.9375,74,128,94,-1,-1,0,1,-2,2,0,-2,-0.510742,0.0512695,0.931152,13.375,-0.5,-3.4375,92,121,76
39,0,0,-1,-3,-1,-6,-16,-6,-0.623535,-0.420898,0.707031,-1.4375,0.1875,-0.5625,74,128,94,-2,-3,-1,-4,-6,-9,-3,2,-0.530762,0.078125,0.90625,7,3.5625,0.25,92,121,76
40,-1,-7,-3,-2,0,-3,-1,-8,-0.636719,-0.40918,0.700195,4.5625,0.1875,0,74,128,94,1,-1,0,-2,-3,-5,-2,-1,-0.520996,0.124512,0.878906,1.4375,3.8125,1.75,93,121,76
