timestamp,Pitch,Roll,Yaw
1573323429267432,0.059234,0.698747,1.00069
1573323429290860,0.134203,0.69644,1.01175
1573323429311437,0.210995,0.694872,1.02325
1573323429327959,0.287652,0.69444,1.03494
1573323429350394,0.362861,0.692643,1.04601
1573323429371866,0.435824,0.690389,1.058
1573323429387481,0.505878,0.690702,1.06957
1573323429409927,0.572172,0.696663,1.08291
1573323429431399,0.634973,0.707725,1.09824
1573323429447997,0.694947,0.722571,1.11686
1573323429470201,0.751224,0.73834,1.13786
1573323429491696,0.801623,0.755,1.16072
1573323429507290,0.843453,0.77611,1.18667
1573323429530715,0.87898,0.798853,1.21474
1573323429551211,0.911218,0.827633,1.2457
1573323429566826,0.938698,0.862058,1.2806
1573323429590252,0.956837,0.897011,1.31655
1573323429611725,0.967254,0.934566,1.35331
1573323429627340,0.97439,0.972,1.38759
1573323429650760,0.978078,1.00837,1.41949
1573323429671258,0.975458,1.03457,1.44151
1573323429686871,0.971549,1.04741,1.45432
1573323429710295,0.968288,1.05456,1.46103
1573323429731772,0.972014,1.05228,1.4551
1573323429747382,0.981512,1.04268,1.44032
1573323429770453,0.991846,1.02126,1.41331
1573323429792905,0.999508,0.998426,1.38765
1573323429807541,1.0043,0.995468,1.38459
1573323429829986,1.01124,1.01298,1.39649
1573323429853413,1.01281,1.01674,1.39834
1573323429873937,1.00798,1.01067,1.39546
1573323429890500,1.00237,1.00551,1.39236
1573323429912950,0.999692,0.995034,1.38652
1573323429934472,0.997251,0.979781,1.37978
1573323429951015,0.995719,0.964132,1.37287
1573323429972485,0.997058,0.961779,1.37539
1573323429993959,0.99974,0.963976,1.38339
1573323430010551,1.00273,0.966558,1.39415
1573323430032999,1.00501,0.974753,1.414
1573323430053492,1.0069,0.990589,1.44056
1573323430070082,1.00765,1.00816,1.4711
1573323430092532,1.01078,1.02757,1.50128
1573323430114030,1.01444,1.04658,1.5265
1573323430130596,1.01706,1.06284,1.54831
1573323430153048,1.01744,1.07884,1.56881
1573323430174528,1.01555,1.09575,1.58807
1573323430190181,1.01126,1.11122,1.60274
1573323430212634,1.005,1.12133,1.60608
1573323430234059,0.998634,1.12865,1.60144
1573323430250643,0.994343,1.13221,1.59023
1573323430273092,0.993809,1.12967,1.57194
1573323430293597,0.999105,1.12319,1.54696
1573323430310181,1.00948,1.10566,1.51583
1573323430332628,1.02236,1.09859,1.49793
1573323430354102,1.03166,1.10402,1.49828
1573323430370693,1.0346,1.1151,1.51294
1573323430393139,1.03217,1.131,1.53272
1573323430413634,1.02721,1.14586,1.55079
1573323430430231,1.02213,1.1545,1.5599
1573323430452675,1.0182,1.15114,1.55914
1573323430474146,1.0167,1.13829,1.55142
1573323430489762,1.01661,1.11877,1.53778
1573323430513186,1.01647,1.10074,1.52674
1573323430533681,1.01838,1.08545,1.51729
1573323430549300,1.02222,1.07026,1.50766
1573323430572723,1.02553,1.05483,1.49687
1573323430594218,1.02801,1.04578,1.49081
1573323430609812,1.03014,1.04349,1.49095
1573323430633236,1.03232,1.04189,1.4928
1573323430653731,1.03353,1.0333,1.48606
1573323430669349,1.03414,1.02097,1.47452
1573323430692769,1.03399,1.02032,1.47002
1573323430721073,1.03447,1.02285,1.46783
1573323430729857,1.02843,1.01941,1.46432
1573323430753283,1.02036,1.01426,1.45748
1573323430775731,1.01385,1.01003,1.44675
1573323430789395,1.00791,1.00607,1.43666
1573323430812823,1.00228,0.998913,1.42793
1573323430835274,0.997669,0.987683,1.42039
1573323430863612,0.993235,0.977042,1.41226
1573323430873333,0.987094,0.968353,1.40148
1573323430895779,0.979138,0.95895,1.38651
1573323430916274,0.970456,0.947305,1.3709
1573323430932864,0.961176,0.932059,1.35574
1573323430955312,0.950603,0.913678,1.34031
1573323430976785,0.937306,0.893301,1.32142
1573323430992401,0.920626,0.872479,1.29686
1573323431014848,0.899652,0.849824,1.26793
1573323431036319,0.873592,0.823974,1.23737
1573323431052912,0.839072,0.795413,1.20803
1573323431075361,0.796974,0.770827,1.18121
1573323431096838,0.74873,0.757363,1.15596
1573323431112460,0.692123,0.749788,1.1319
1573323431135875,0.628188,0.742529,1.10865
1573323431156398,0.555373,0.738689,1.08998
1573323431172962,0.477972,0.736358,1.07102
1573323431195410,0.398316,0.739198,1.05018
1573323431216883,0.319377,0.745912,1.031
1573323431232498,0.239301,0.750077,1.01515
1573323431254949,0.158985,0.749355,1.00354
1573323431276425,0.0838054,0.749642,0.991321
1573323431293011,0.0124245,0.75794,0.980414
1573323431315458,-0.0538989,0.763157,0.971992
1573323431335957,-0.113327,0.75818,0.969204
1573323431352545,-0.165769,0.753303,0.966113
1573323431375001,-0.212295,0.767776,0.956157
1573323431396543,-0.252585,0.792248,0.942355
1573323431412087,-0.290296,0.813968,0.929044
1573323431435510,-0.321871,0.820996,0.918326
1573323431456000,-0.348795,0.819825,0.909528
1573323431472595,-0.373092,0.820708,0.900201
1573323431495041,-0.394583,0.827824,0.8896
1573323431516515,-0.412619,0.836772,0.877941
1573323431532128,-0.429716,0.842232,0.865566
1573323431555556,-0.448494,0.845177,0.854422
1573323431576072,-0.465782,0.847853,0.845222
1573323431592642,-0.482465,0.851858,0.835853
1573323431615090,-0.4994,0.857102,0.82531
1573323431636583,-0.51148,0.861612,0.816165
1573323431652177,-0.51414,0.863462,0.811059
1573323431675600,-0.509798,0.859384,0.809907
1573323431698047,-0.506525,0.852544,0.809671
