Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.34082,-0.447754,1.14795,89,-186,-65.3125,78,100,86,0,0,0,0,0,0,0,0,-0.500488,0.599121,0.787109,-7.5625,3.75,0.625,108,118,170
2,0,0,0,0,0,0,0,0,-0.299316,-0.522461,1.0791,92.25,-191.75,-68.5625,79,96,86,0,0,0,0,0,0,0,0,-0.532715,0.625,0.838867,-30.4375,4.5,-3.9375,108,118,170
3,-6,4,0,-3,-10,-9,-10,-6,-0.0546875,-0.373535,0.94873,152.375,-184.75,-54.3125,84,80,86,-1,7,14,-9,-9,-3,6,1,-0.647461,0.415527,0.955566,-99.625,-17,-21.8125,105,119,170
4,-5,3,5,15,10,3,2,-6,0.0361328,-0.193359,0.856445,170.625,-148.062,-26.75,89,71,85,8,32,118,41,-20,-11,2,2,-0.547363,0.31543,1.03223,14.3125,-86,24.5625,103,115,169
5,4,5,-4,7,-2,-4,-5,-6,0.117676,-0.116699,0.807129,167,-109.938,-10,93,66,85,-5,-12,-38,-9,-4,-12,7,-2,-0.590332,0.536133,0.914062,69.1875,-115.375,32.75,103,113,168
6,0,3,4,-18,-8,-4,-3,-3,0.296875,-0.0361328,0.57666,133.5,-51.1875,29.9375,97,62,85,3,7,5,10,-2,-12,-4,-1,-0.163086,0.557617,1.11182,-60.5625,-190.312,86.1875,103,98,167
7,1,-24,-26,-2,-3,0,-2,-4,0.341797,-0.0351562,0.488281,80.1875,-20.75,43.5625,99,60,86,-4,-2,0,-4,-1,1,-24,-11,-0.243164,0.401855,1.07812,-165.25,-186.625,93.8125,100,89,168
8,-5,-6,-3,-15,-8,0,-5,-5,0.47168,0.0522461,0.449707,44.625,-0.0625,53.75,99,58,87,3,9,5,14,10,9,-1,-2,0.0390625,-0.00585938,1.05225,-174.312,-203,95.25,95,76,169
9,-8,7,-12,-4,-12,-12,-11,-5,0.587891,0.148438,0.543945,11.375,19.9375,46.625,99,58,89,2,3,6,12,9,-2,-8,-11,0.205078,-0.0332031,0.913086,-178.312,-140.875,74.5625,86,63,172
10,-2,15,2,3,-6,-14,-9,-2,0.727539,0.208008,0.76709,-14.75,36.4375,32.5,98,58,90,-3,-2,1,12,4,24,-3,-3,0.404785,-0.0219727,0.78418,-143.062,-78.9375,33.875,81,57,174
11,-2,-14,0,-4,6,10,2,2,0.687012,0.225586,0.916504,-23.125,39.3125,16.3125,97,59,91,1,-4,-9,-17,-2,0,0,-17,0.401855,-0.0605469,0.499023,-101.625,-34.4375,-6.75,77,55,175
12,2,-17,-5,-5,-11,-4,-8,-11,0.646973,0.282227,0.997559,-10.375,28.625,-7.375,96,60,91,-3,-6,-4,-4,-16,-6,4,18,0.453125,-0.0849609,0.468262,-75.8125,-18.875,-14.125,75,54,175
13,1,29,-14,2,-1,-5,-2,1,0.54834,0.227539,0.956543,-6.875,17.5,-19.0625,96,61,91,-5,3,8,4,10,-1,9,-12,0.57666,-0.137207,0.430664,-42.6875,7.8125,-10.5,74,52,174
14,-6,25,12,4,0,2,2,1,0.514648,0.24707,0.914551,3.5,15.6875,-37.25,97,62,90,1,4,1,23,17,1,-1,-3,0.605469,-0.212891,0.492676,-14.6875,26.75,-8.375,74,52,174
15,8,93,16,2,-1,4,6,5,0.425293,0.209473,0.92334,8.9375,24.6875,-50.75,97,64,89,-4,-3,2,0,-6,-4,-16,-20,0.770508,-0.420898,0.656738,14.25,50.9375,10.3125,75,54,173
16,3,98,27,-2,3,2,1,3,0.319824,0.339355,1.02393,35.25,-2.1875,-35.5625,98,66,88,-1,-3,-4,-13,-8,-12,-4,6,0.711914,-0.408203,0.771484,7,46,13.25,75,56,173
17,7,-40,-5,6,-8,-8,-7,-6,0.222168,0.504395,1.08252,47.0625,-55.5,29,100,64,87,-2,-4,-6,-4,2,-13,-6,6,0.605957,-0.414062,0.835938,20.125,19.6875,-0.25,76,57,172
18,-7,-50,-1,0,2,0,0,-1,0.216797,0.480469,0.969238,36.0625,-76.1875,85.875,100,62,88,-1,-2,-7,-11,-2,19,-4,21,0.566895,-0.40625,0.855469,8.75,0.375,-0.125,76,57,172
19,11,23,-6,-12,-6,-4,-5,-5,0.236816,0.246094,0.64209,-11.8125,-97.875,162.25,99,54,92,2,-1,0,2,-12,-5,-4,-10,0.547852,-0.40625,0.822754,4.0625,4.8125,19.3125,76,58,173
20,-21,-50,-2,1,-1,0,-5,-6,0.328125,0.0976562,0.530762,-26.625,-94.25,201.562,96,48,96,-4,-5,-5,-9,-7,-33,16,2,0.476074,-0.587891,0.920898,-36.5,8.375,21.75,75,59,173
21,0,9,-3,7,5,4,1,2,0.342285,-0.147949,0.483887,-64.9375,-78.125,206.375,88,42,104,0,2,2,-12,-4,15,6,-7,0.459473,-0.759766,1.03809,-61.8125,-8.3125,-12.8125,74,60,173
22,5,20,18,27,3,-1,0,1,0.525391,-0.240723,0.555664,-45,-58.1875,203.312,82,41,111,0,-2,-11,-15,-13,-5,-1,4,0.384277,-0.772461,1.00537,-68.5,-18.6875,-66.375,73,59,173
23,5,18,3,17,-6,-13,0,3,0.606934,-0.401855,0.580566,-48.25,-13.0625,188.312,75,44,119,2,3,6,20,10,-3,-19,-15,0.311523,-0.557617,0.798828,-35.375,-32.5,-140.125,73,54,170
24,0,4,-9,-41,-6,0,-2,-2,0.65625,-0.591309,0.588379,-19.1875,31.125,173.812,70,51,125,-5,-7,-11,-6,9,3,-6,0,0.259766,-0.307129,0.634766,-36.5,-55.75,-182.188,75,47,165
25,0,-14,-10,-10,-17,-12,-12,-7,0.652344,-0.698242,0.668945,-0.0625,56.75,144.875,68,59,128,-3,-3,-8,-11,7,5,2,8,0.310547,-0.228027,0.570801,-37,-49.875,-188.625,77,42,161
26,0,-8,-2,-1,3,-8,-2,-3,0.559082,-0.814941,0.719727,-3.1875,67.3125,123.062,67,65,129,0,2,2,3,3,-4,-6,-10,0.393066,-0.0185547,0.536133,-33.3125,-28.1875,-175.75,82,36,154
27,1,0,1,2,7,-2,2,2,0.387695,-0.94873,0.813965,-5.3125,-10.5625,-35.25,67,74,129,-2,-2,1,-5,-9,1,6,5,0.42627,0.0336914,0.536621,-37.125,-15.3125,-170.938,84,35,151
28,-5,-3,1,17,-5,1,-2,-6,0.305176,-0.898926,0.676758,-11.25,-37,-98.9375,66,70,129,0,1,2,-6,2,5,0,-12,0.62207,0.190918,0.593262,-59.25,27.6875,-146.5,91,35,140
29,-1,0,-3,3,-11,-8,-4,-1,0.331055,-0.697266,0.571289,-17.625,-39.375,-162.875,67,62,126,1,-5,-9,-4,2,2,8,-4,0.725586,0.257812,0.582031,-51.6875,42.4375,-133.438,93,37,135
30,1,0,-1,0,2,4,0,1,0.48291,-0.657715,0.592285,-4.25,-20.25,-194.438,68,56,124,-2,0,-2,2,1,6,4,0,0.728516,0.417969,0.648438,-52.25,47.6875,-130.125,96,41,130
31,1,1,-3,-2,-3,-7,-2,-2,0.486328,-0.494141,0.553711,30.6875,21.375,-203.5,71,51,120,-2,0,5,9,9,-2,-1,-1,0.833008,0.418945,0.788574,-29.875,62.5625,-104.688,98,47,125
32,0,3,0,-8,-4,-2,-2,-1,0.422852,-0.345703,0.47998,19.5625,69.4375,-196.938,77,48,112,-1,3,1,4,14,8,14,1,0.867188,0.40625,0.855957,-43.375,70.625,-65,98,50,124
33,1,1,0,-9,-15,-11,-9,-6,0.463379,-0.187012,0.541016,10.9375,109.062,-169.312,82,50,104,-3,-8,-14,-17,-10,10,-5,5,0.833984,0.51416,0.920898,-23.8125,34.6875,-27.0625,99,53,123
34,-1,-2,-7,-4,-3,-5,-4,-4,0.382812,-0.14209,0.606934,-32.5625,129.688,-138.312,85,53,100,-4,-2,-24,-13,-23,-14,-11,-9,0.816406,0.520996,0.92334,-1.375,-7.375,-5.5,99,53,122
35,-1,0,-1,-3,-1,-3,-3,-1,0.366699,-0.103027,0.698242,-86.25,180.062,-85,85,62,95,-3,2,-1,9,8,5,1,3,0.724609,0.573242,0.746582,48.625,-63.0625,52.4375,100,50,122
36,-1,-3,-1,-6,-6,-2,-1,-2,0.225098,-0.302246,0.795898,-101.25,196.812,-55.1875,84,69,93,-3,-7,-7,-11,-6,-2,5,-10,0.67041,0.538574,0.634766,56.5,-76,91.9375,101,46,123
37,-2,2,-1,-10,-12,-6,-5,-4,-0.0112305,-0.439941,0.898926,-56.4375,163.062,-23.375,82,79,91,-6,-2,-2,-6,-6,-5,-6,-6,0.683105,0.354492,0.581543,41,-50.9375,152.062,99,40,128
38,-6,-10,0,12,0,-11,-8,-5,-0.0371094,-0.260254,0.996094,-72.375,166.875,-9.625,81,86,90,1,3,6,14,-2,0,-1,2,0.577148,0.163086,0.546387,29.875,3.3125,180.438,94,37,135
39,-7,0,-1,12,6,2,-2,-3,-0.25,-0.492676,1.0415,-101.5,154.375,17.375,77,95,88,2,2,5,7,-6,4,9,4,0.480469,0.100586,0.522461,38.1875,32.3125,186.5,90,37,142
40,0,8,15,20,1,1,2,0,-0.421875,-0.446777,1.02295,-66.5,142.062,11.125,75,103,87,-1,-3,-5,-4,-3,-4,-6,-2,0.417969,0.0170898,0.539551,72.3125,67.375,169.75,85,41,150
41,0,2,3,-3,-5,1,-1,-1,-0.564941,-0.444824,0.950195,-63.1875,116.062,5,74,108,86,-1,-2,-7,2,1,-6,-4,-2,0.46875,0.0151367,0.643066,101.25,93.125,149.938,85,46,154
42,-2,-1,-3,1,1,2,-1,-2,-0.537109,-0.578125,0.899902,-48.3125,84.25,0.125,72,111,84,-1,-1,-3,-8,-10,7,2,1,0.358887,-0.172852,0.782227,125.812,175,152.312,85,56,158
43,2,4,1,3,1,1,0,0,-0.461426,-0.506348,0.966309,-20,68.3125,4.25,71,115,83,1,1,8,-2,19,50,11,1,0.446289,0.0483398,0.909668,120.438,195.062,155.875,86,65,161
44,-1,-1,0,-3,-2,-2,-1,-1,-0.57373,-0.461426,0.769043,1.75,78.8125,26.0625,71,119,82,-4,-15,-16,-14,-4,-7,-1,-1,0.209473,0.0375977,1.09668,58.125,198.562,124.062,88,77,165
45,-1,0,-1,0,1,-1,0,0,-0.80127,-0.598145,1.03662,21.3125,0.5625,-9.3125,71,120,82,0,3,0,-1,-12,-16,0,1,0.107422,0.0078125,1.10596,35.375,182.75,91.6875,88,85,167
46,-2,-5,0,-2,-2,-1,-2,1,-0.445801,-0.339355,0.646484,-1.0625,-10.1875,-7.8125,72,119,83,2,4,4,6,0,0,-1,-2,-0.272461,-0.0253906,1.10547,-21.375,133.812,61.1875,88,95,169
47,-2,0,-1,-1,-2,-1,-1,1,-0.51709,-0.578613,0.55127,-29.625,14.875,20.375,72,120,83,-2,-1,3,-3,-6,-2,0,0,-0.331055,-0.169922,1.08252,-21.5,126.062,27.25,88,100,169
48,-1,0,-2,-1,0,0,-3,-1,-0.573242,-0.67334,0.73291,-13.25,-10.25,2.5,71,120,83,-1,-3,5,7,-11,-20,-11,-2,-0.521484,0.0332031,0.961914,-15.1875,137.5,38.4375,88,108,170
49,-1,-1,-1,-1,-2,0,-3,-1,-0.453613,-0.435547,0.755371,6.5625,3.5,4.375,71,120,83,0,-1,2,-3,4,25,-3,-1,-0.601074,0.00390625,0.765137,-53.9375,126,29.8125,87,114,170
50,-1,-2,0,-1,0,-2,0,-2,-0.539062,-0.573242,0.702637,-0.5,10.3125,-0.6875,71,120,83,0,1,-1,-8,8,17,3,-1,-0.678223,0.0454102,0.81543,-69.1875,77.875,0.4375,86,120,170
