timestamp,x,y,z,w
1569406361198544,0.473999,-0.118835,0.121216,0.863953
1569406361215530,0.473511,-0.119263,0.121277,0.864136
1569406361236440,0.473633,-0.1203,0.121582,0.863892
1569406361259689,0.473877,-0.121521,0.121887,0.863586
1569406361275671,0.473877,-0.121704,0.122009,0.863525
1569406361296282,0.474365,-0.122192,0.122375,0.863098
1569406361319729,0.474976,-0.122803,0.122803,0.862671
1569406361351647,0.475586,-0.123596,0.12323,0.862183
1569406361361032,0.476013,-0.124451,0.123596,0.861694
1569406361380007,0.476501,-0.125244,0.123901,0.861267
1569406361394525,0.477173,-0.125977,0.124268,0.860779
1569406361417469,0.477722,-0.126648,0.124512,0.860291
1569406361439884,0.477783,-0.126831,0.124634,0.860229
1569406361477343,0.477722,-0.12738,0.124756,0.860168
1569406361486728,0.477539,-0.127869,0.125,0.860168
1569406361499385,0.477539,-0.128052,0.125061,0.860168
1569406361515234,0.4776,-0.128174,0.125122,0.860107
1569406361537428,0.4776,-0.128357,0.125183,0.860046
1569406361561516,0.477478,-0.128784,0.125366,0.860046
1569406361575483,0.477478,-0.128967,0.125427,0.859985
1569406361598422,0.477539,-0.12915,0.125549,0.859924
1569406361621360,0.477539,-0.129272,0.12561,0.859863
1569406361635322,0.4776,-0.129395,0.125671,0.859802
1569406361658571,0.477478,-0.129883,0.125732,0.859802
1569406361681083,0.477234,-0.130432,0.125977,0.859802
1569406361695392,0.477051,-0.131042,0.126282,0.859802
1569406361718980,0.476868,-0.13147,0.126587,0.859741
1569406361740922,0.476868,-0.131653,0.126648,0.859741
1569406361755344,0.476746,-0.132019,0.12677,0.859741
1569406361778826,0.476563,-0.132263,0.12677,0.859802
1569406361801856,0.476257,-0.132507,0.12677,0.859924
1569406361815722,0.475891,-0.13269,0.12677,0.860107
1569406361838661,0.475586,-0.133057,0.126892,0.860168
1569406361860986,0.475342,-0.133362,0.126953,0.860291
1569406361883556,0.475342,-0.133423,0.127014,0.860229
1569406361899499,0.475403,-0.133545,0.127075,0.860168
1569406361920888,0.47522,-0.133911,0.127197,0.860229
1569406361941867,0.474915,-0.134338,0.127441,0.860291
1569406361958783,0.474548,-0.134644,0.127686,0.860413
1569406361980726,0.474426,-0.134949,0.127991,0.860352
1569406362002814,0.474365,-0.135315,0.128113,0.860352
1569406362018625,0.474182,-0.13562,0.128235,0.860352
1569406362041014,0.47406,-0.135864,0.128418,0.860352
1569406362062429,0.474121,-0.135925,0.128418,0.860352
1569406362085383,0.47406,-0.13623,0.128723,0.860291
1569406362100884,0.473999,-0.136353,0.129028,0.860229
1569406362121862,0.474426,-0.136597,0.129333,0.859924
1569406362138805,0.475098,-0.136902,0.1297,0.859436
1569406362161001,0.475342,-0.137024,0.129883,0.859253
1569406362182766,0.475403,-0.137085,0.129944,0.859192
1569406362198623,0.475403,-0.137146,0.129944,0.859192
1569406362220999,0.475403,-0.137207,0.130005,0.859192
1569406362242884,0.475403,-0.137329,0.130005,0.859131
1569406362258635,0.475403,-0.13739,0.130066,0.859131
1569406362281012,0.475403,-0.137512,0.130127,0.85907
1569406362302885,0.475464,-0.137573,0.130127,0.85907
1569406362318479,0.475464,-0.137634,0.130188,0.859009
1569406362341418,0.475464,-0.137878,0.130188,0.859009
