Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.643555,-0.0688477,0.789551,2.5,-1.625,-0.25,87,128,92,0,0,0,0,0,0,0,0,0.529297,0.200684,0.832031,1.625,0.1875,-0.1875,96,57,111
2,0,0,0,0,0,0,0,0,-0.606934,-0.0449219,0.799805,0.6875,-1.5,-1.6875,88,128,92,0,0,0,0,0,0,0,0,0.538086,0.201172,0.834473,1.625,0.25,0.625,96,57,111
3,-2,1,0,-2,0,-2,-1,-4,-0.605469,-0.0600586,0.803223,-3.25,3.3125,-1.5625,88,128,92,-1,-4,-5,-51,-52,-17,-8,-6,0.652832,0.28125,0.864258,-7.625,4.5,11.4375,96,57,111
4,-2,0,1,0,-1,-2,-2,0,-0.632324,-0.120605,0.820801,-2.25,5.5625,1.6875,87,128,92,5,-6,-16,4,27,11,3,1,0.711426,0.219727,0.961426,-10.25,51.5,23,96,58,112
5,-1,-2,0,-1,-2,-1,-1,-1,-0.658691,-0.0600586,0.776855,11.375,3.75,2.3125,88,129,92,5,15,44,1,-18,10,3,1,0.695312,0.0922852,1.09473,-31.375,131.438,41.6875,94,64,114
6,-1,-3,1,-1,0,-1,-2,-1,-0.65625,-0.0478516,0.789062,10.25,0.1875,2.6875,88,129,92,-2,-2,-1,-16,-23,-8,-3,-2,0.337891,0.00292969,1.23486,24.3125,209.562,62.625,93,74,117
7,-1,-1,-1,-2,-1,-4,-2,0,-0.641113,-0.0151367,0.784668,5.4375,-2.75,1.3125,88,129,92,-1,6,21,-6,9,2,1,0,0.0805664,-0.00927734,1.22266,-22.75,243.312,96.375,92,87,120
8,-1,-1,-3,-2,-2,1,-3,-1,-0.612793,-0.0410156,0.793457,1.75,-1.8125,-0.0625,88,128,92,-4,5,10,3,28,4,-2,0,-0.0371094,0.0131836,1.1543,6.0625,249.938,105.188,92,92,122
9,-2,0,-3,-2,0,-1,0,-1,-0.623535,-0.0410156,0.804199,4.1875,1.1875,0.75,88,128,92,-13,-43,-31,17,15,2,-1,-2,-0.438965,0.172852,0.968262,40.25,250.75,112.125,95,111,127
10,-3,-2,1,1,0,-1,-1,-3,-0.645996,-0.015625,0.78125,3.5,0.75,-0.0625,89,128,92,15,15,-6,-6,-16,-7,-3,-2,-0.523438,0.142578,0.818359,35.4375,224.625,114.938,97,119,131
11,-1,0,-2,-1,-1,-1,0,-2,-0.647461,-0.00585938,0.781738,0.1875,-0.4375,-0.8125,89,128,92,-46,-13,-36,-4,-10,-4,1,-4,-0.551758,0.20166,0.668945,33.6875,173.5,113.375,101,128,137
