Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.575195,-0.18457,0.820801,0.625,2.5625,3.8125,84,124,71,0,0,0,0,0,0,0,0,0.568359,-0.00585938,0.840332,0.9375,0.5,-1.5625,89,56,136
2,0,0,0,0,0,0,0,0,-0.592285,-0.17041,0.818359,2.25,2.5625,3.5625,84,124,71,0,0,0,0,0,0,0,0,0.590332,0.0356445,0.853516,1.5,1.3125,-0.6875,89,56,136
3,-2,-1,-1,-1,-1,-2,-2,1,-0.574219,-0.171387,0.822266,0.5,-2,-0.8125,84,124,71,5,6,16,3,11,9,5,3,0.769043,0.0668945,0.98584,-15.375,66.625,4.9375,89,58,135
4,-1,-3,0,0,-1,-1,0,-1,-0.566406,-0.18457,0.816895,1.75,-2.125,-0.5625,84,124,71,-1,-1,2,8,-8,-4,11,1,0.731445,-0.297852,1.13818,-62.8125,180.688,44.375,87,66,136
5,-2,-1,-1,-1,-1,-2,0,1,-0.575684,-0.177246,0.833008,5.1875,-0.25,-0.375,84,124,71,1,-2,2,3,17,-10,-1,0,0.410156,-0.700195,1.31592,-9.5625,237.688,85.75,86,76,138
6,-2,-1,-2,0,1,0,0,1,-0.570801,-0.155273,0.831543,4.75,-0.5625,-1.0625,84,124,71,-5,2,-13,-31,-56,-24,-7,-6,0.0375977,0.0151367,1.22266,-34.3125,264.312,92.75,86,92,140
7,-3,-2,-1,0,0,-1,-2,-2,-0.567871,-0.149902,0.828613,3.125,-1.25,-1.8125,84,124,71,-3,10,7,49,48,23,8,1,-0.241211,-0.322754,1.16455,-40.4375,272.688,149.688,86,103,142
8,0,-2,-1,-2,-2,0,-1,-1,-0.565918,-0.148926,0.826172,-0.375,-4.5,-3.4375,84,123,71,-6,-20,-27,-9,-10,-1,-4,-1,-0.547852,-0.0576172,0.852051,55.8125,268.812,177.625,89,121,146
9,-2,-1,-2,-2,0,0,-1,-2,-0.538086,-0.203613,0.848633,-6.1875,2.4375,-1.8125,84,123,71,-5,-8,7,0,39,12,16,2,-0.601074,0.00830078,0.652344,57.375,242.125,181.812,92,130,151
10,0,-2,-2,-3,-2,-1,-1,0,-0.575195,-0.182617,0.818848,-0.75,3.8125,2.6875,84,123,71,5,-40,2,9,-18,-4,11,-2,-0.640625,0.145508,0.445801,29.875,149.938,200.562,101,138,161
11,-1,-2,-2,-1,-2,-2,-1,-2,-0.598633,-0.163086,0.824219,-3.25,0.0625,2.3125,84,124,71,-5,3,12,-42,-27,-14,0,-7,-0.674805,0.381348,0.310547,42.5625,102.438,152.375,107,139,167
12,-2,-1,-2,-6,-3,-2,-2,-2,-0.572266,-0.17334,0.831055,-3.9375,-2.3125,-1.25,84,124,71,-13,-5,16,-21,-59,-38,17,-8,-0.499512,0.407227,0.385742,-23,2.1875,68.875,110,137,172
13,-2,-2,0,-1,-1,0,-2,-2,-0.561523,-0.19043,0.828125,-1.8125,-2.0625,-2.0625,84,123,71,2,8,-21,0,1,6,-19,4,-0.342773,0.54541,0.470703,-28.1875,-4.75,-16.125,110,136,172
14,-1,-2,-1,2,0,-2,-3,-1,-0.549316,-0.185547,0.836426,-0.875,-1.875,-2,83,123,70,9,-1,10,1,93,90,19,7,-0.77002,0.304199,0.515625,-21.25,-18.8125,16.75,108,135,171
15,0,-1,-1,2,-1,0,-1,-1,-0.543945,-0.20459,0.841309,2.0625,1.5625,0,83,123,70,1,-3,-7,-22,23,7,-7,2,-0.716797,0.419922,0.554688,-13.9375,-1.6875,13.1875,108,135,171
16,-1,-2,-1,-1,-1,0,0,-2,-0.558594,-0.181152,0.824219,6.3125,5.4375,2.8125,84,123,70,2,-13,-54,-13,-25,-17,-3,-1,-0.679688,0.400879,0.625977,-3.375,8.8125,-2.75,108,135,172
17,-1,-4,0,-2,-1,-2,-2,0,-0.576172,-0.174316,0.828125,4.5,4.8125,3.75,84,124,70,1,-6,-15,-27,-13,-11,-3,1,-0.650879,0.421387,0.623535,5.375,4.875,0.5625,108,135,172
18,-1,-1,1,0,1,-1,-2,-2,-0.585449,-0.171875,0.830566,4.125,2.8125,3.0625,84,124,71,6,-11,34,34,48,-1,0,0,-0.653809,0.455566,0.71875,24.1875,-3.375,-25.25,108,135,171
19,-2,0,-2,0,-1,-1,-2,-2,-0.598145,-0.167969,0.821777,4.3125,1.125,1.5625,84,124,71,-9,-42,-11,7,5,-5,-4,-3,-0.689453,0.491211,0.815918,63.0625,18.9375,-41.125,109,136,170
20,-1,-1,-1,-2,0,-1,-1,-1,-0.592285,-0.178711,0.825684,4.3125,-2.875,-1.6875,84,124,71,-4,-49,-22,2,0,-5,4,2,-0.949219,0.373047,0.64209,96.0625,79.0625,-49.875,111,140,170
21,-1,0,-1,2,-2,-2,-2,0,-0.540039,-0.148438,0.84668,5.8125,-1.375,-1.625,84,124,71,5,25,52,25,14,5,-6,4,-1.0542,0.321777,0.433594,98.375,98.8125,-30.5625,113,144,171
22,0,-2,-2,0,-4,0,1,-1,-0.568848,-0.14209,0.831055,3.8125,1.1875,1.125,84,124,71,-1,-1,3,3,-4,-7,-2,-4,-1.02344,0.320801,0.27002,85.625,84.375,12.8125,117,147,173
23,0,2,-2,-2,-2,-1,0,0,-0.57373,-0.148438,0.830078,-2.75,2.125,1.375,84,124,71,-11,-11,-30,9,-11,-10,-4,0,-0.945801,0.384766,0.152344,36.9375,22.375,82.5,122,146,177
24,-1,-2,-2,0,-2,0,0,-1,-0.583984,-0.162109,0.823242,-1.4375,1.125,1.4375,84,124,71,2,-22,-14,-1,54,35,19,2,-0.793945,0.509277,0.0766602,-7.9375,-27.9375,90.625,123,143,178
25,1,-3,-2,1,-2,-1,1,-1,-0.569824,-0.17334,0.834961,-2.375,0.5625,-0.6875,84,124,71,0,-20,-4,6,27,48,-15,-13,-0.325195,0.675781,0.27832,-29.4375,-42.3125,67.375,122,137,178
26,-1,-3,0,0,-1,0,-1,-1,-0.57959,-0.165527,0.828125,-0.4375,-0.0625,0.4375,84,124,71,-1,-1,12,13,-2,-1,-10,-1,-0.675781,0.550781,0.26416,14.375,4.3125,-4.4375,122,137,178
27,-2,-2,-1,-1,0,-2,0,-1,-0.572266,-0.158203,0.825684,-1.8125,-1,-0.6875,84,124,71,-9,-18,15,8,-21,-59,-25,-13,-0.715332,0.577148,0.254883,-8.5625,-7.6875,25.5,122,136,178
28,-1,0,-1,-2,-2,2,0,0,-0.562988,-0.149414,0.828613,-3.0625,-1.0625,-0.5,84,124,71,-6,-52,-19,-6,3,4,-46,17,-0.767578,0.607422,0.306152,2.875,2.125,-4.6875,122,136,178
29,-2,-1,-1,-2,0,-2,-1,0,-0.581055,-0.163086,0.823242,-5.5625,-1.625,-1,84,124,71,-3,15,13,8,0,-16,20,-49,-0.741211,0.60791,0.333984,-5.25,0.125,6.0625,122,136,178
30,-1,0,0,0,-2,-1,-1,-1,-0.564941,-0.177734,0.826172,-6.4375,-1.375,-1.8125,84,124,71,0,3,-16,6,4,-18,24,10,-0.766113,0.618652,0.288574,-0.5,10.9375,3.1875,122,136,178
31,0,0,-2,-2,-2,0,1,-1,-0.567871,-0.186523,0.827637,-1.5,-1,0,84,124,71,-1,-30,-21,-13,-8,-8,-32,-20,-0.687988,0.603516,0.310547,-2.9375,5.875,4.25,122,135,178
32,-1,-1,0,-2,-1,-1,-2,-3,-0.568848,-0.1875,0.832031,-1.3125,1.6875,-0.5,84,124,70,6,0,58,43,13,-13,3,5,-0.68457,0.611816,0.32373,-3.1875,7.75,-0.5625,122,136,179
33,-1,-1,-1,-2,-2,-1,2,0,-0.581543,-0.177734,0.822266,0.875,0.375,-0.6875,84,124,70,-4,2,10,24,7,0,2,-2,-0.636719,0.598633,0.314941,-4.6875,-3.9375,-22.875,122,136,178
34,-1,-1,-1,-1,-1,0,-1,-2,-0.591309,-0.20166,0.810547,0.5,0.1875,-0.5,84,124,70,6,-9,-27,-1,2,-2,-1,2,-0.567871,0.528809,0.240234,5.3125,-5.4375,-71.3125,121,139,177
35,0,0,-2,-1,-1,-2,-2,-2,-0.558594,-0.164551,0.830078,1.4375,-1.6875,-2.375,84,124,70,-1,10,14,9,4,2,1,-2,-0.632812,0.443359,0.209473,1.125,-27.125,-77.0625,120,141,175
36,-1,-2,1,3,0,-1,-2,0,-0.564453,-0.163086,0.824707,-0.4375,-1.875,-0.875,84,123,70,18,0,-2,-3,0,3,1,6,-0.625488,0.399414,0.204102,-20.25,-68.8125,-83.125,116,143,171
37,0,0,-1,0,-2,0,1,1,-0.555176,-0.172852,0.844727,-5.875,-0.25,-0.0625,83,123,70,0,1,7,0,-1,-3,-1,-3,-0.809082,0.320312,0.307617,-73.625,-125.312,-113.5,109,143,164
38,-1,-3,-2,-5,-2,-2,-2,0,-0.562012,-0.182617,0.821777,-4.875,1,1.875,83,123,70,-4,-2,-2,-1,0,-2,1,-7,-0.838867,0.18457,0.472656,-37.375,-172.875,-149.938,100,139,154
39,1,0,-1,-1,0,-2,0,1,-0.553223,-0.202637,0.829102,-6,3.75,0.6875,83,124,70,-11,4,4,-2,2,0,0,-2,-0.92627,0.22168,0.557129,-10.625,-248.625,-144.438,95,132,148
40,0,-3,-1,-1,-1,0,0,-2,-0.577637,-0.212402,0.823242,-1.9375,4.875,1.875,83,124,70,-3,-13,-3,-4,14,3,2,-1,-0.758301,0.26709,0.768066,-25.625,-316.938,-142.375,92,121,144
41,-2,-1,-2,-1,0,-2,0,-1,-0.600098,-0.197754,0.819824,2.25,3.9375,2,83,124,70,4,8,9,4,2,-9,3,-5,-0.274414,0.0410156,0.897461,-12.8125,-324.625,-98.6875,90,102,140
42,0,-2,-1,0,-2,-2,-1,-2,-0.585938,-0.174316,0.803223,5.4375,1.9375,-0.0625,83,124,70,-1,-7,2,-6,-9,9,-5,-1,0.189453,-0.111816,1.15625,100.562,-286.625,-62.4375,91,84,137
43,-2,0,-1,-2,-2,1,-2,-2,-0.587402,-0.212402,0.825684,3.3125,0,-0.4375,83,124,70,21,1,3,-1,0,-7,-10,2,0.62207,0.185059,0.962402,54.5,-257.875,-48.75,93,73,136
44,-1,-1,0,-2,0,1,0,0,-0.585938,-0.185059,0.812988,5,-1.6875,0.1875,83,124,70,-4,0,-3,-15,-8,-6,-1,-1,0.703613,0.0268555,0.990723,54.5,-160.188,-19.3125,95,62,134
45,-1,-1,-1,-2,-1,-4,-2,0,-0.574219,-0.18457,0.822754,4.875,-1.6875,0.875,83,124,70,2,0,-3,-3,-4,-18,12,0,0.749512,0.270508,0.780273,78.8125,-90.8125,-12.625,98,55,133
46,-1,-1,-2,-2,-3,0,-2,-1,-0.568359,-0.182129,0.822266,5.6875,-1,0.625,84,124,70,3,-1,-3,-3,-1,1,-1,0,0.763184,0.556152,0.591797,9.25,-63.5625,-5.0625,99,52,132
47,-1,-2,0,-2,0,-2,-1,-1,-0.566406,-0.165527,0.818848,5.75,-0.625,0.875,84,124,70,-4,0,-5,-7,-2,3,-2,-1,0.697754,0.398926,1.11035,-62.5625,1,-6.625,98,51,131
48,-1,0,-2,-2,-2,-1,0,1,-0.570801,-0.15918,0.828125,1.125,0.1875,1,84,124,70,-3,0,3,-2,-1,-2,-1,-1,0.57666,0.15625,0.923828,-29.9375,18.1875,2.25,96,52,131
49,0,0,-1,0,0,-1,-1,-2,-0.575684,-0.165527,0.824219,-1.375,1.0625,0.875,84,124,70,-4,1,-1,-1,-1,1,-2,0,0.513672,0.0478516,0.729492,-4.8125,6.75,0.3125,96,53,132
50,-1,-1,-3,-2,-1,1,-1,1,-0.581543,-0.185547,0.82373,-0.4375,1.375,1,84,124,70,3,-2,-4,-3,-1,-1,-1,0,0.525879,0.111816,0.791992,4,-6.125,3.1875,96,53,132
