timestamp,x,y,z
1573323774821855,-0.0986328,0.581543,0.6875
1573323774836493,-0.172363,0.603027,0.644043
1573323774860893,-0.242676,0.570313,0.601563
1573323774880413,-0.297363,0.480957,0.630859
1573323774897004,-0.370605,0.436523,0.598633
1573323774919456,-0.408203,0.429199,0.529785
1573323774939950,-0.502441,0.479492,0.481445
1573323774962402,-0.493652,0.509277,0.473145
1573323774978998,-0.494141,0.489258,0.458496
1573323775000471,-0.612793,0.466797,0.41748
1573323775017062,-0.661133,0.477539,0.383301
1573323775039512,-0.685059,0.469727,0.39209
1573323775060006,-0.546875,0.487305,0.375
1573323775075622,-0.558594,0.507324,0.322754
1573323775099042,-0.833008,0.498535,0.308105
1573323775120514,-0.635742,0.48584,0.347168
1573323775136130,-0.642578,0.508789,0.319336
1573323775159557,-0.712402,0.550781,0.322754
1573323775180053,-0.714844,0.547363,0.342285
1573323775195670,-0.699219,0.534668,0.303223
1573323775219095,-0.740723,0.499023,0.289551
1573323775240588,-0.79834,0.532227,0.312012
1573323775257158,-0.852539,0.515625,0.314453
1573323775279603,-0.640625,0.521484,0.279297
1573323775300099,-0.70459,0.544922,0.225586
1573323775315716,-0.769043,0.554199,0.262695
1573323775339140,-0.747559,0.546875,0.264648
1573323775361593,-0.789551,0.519531,0.265137
1573323775375774,-0.898438,0.499023,0.241211
1573323775399199,-0.90918,0.496582,0.233887
1573323775421647,-0.79541,0.482422,0.232422
1573323775443120,-0.775879,0.483398,0.211914
1573323775459710,-0.861328,0.524902,0.229492
1573323775482157,-0.901367,0.552246,0.238281
1573323775502654,-0.922852,0.516602,0.257324
1573323775519242,-0.808594,0.485352,0.241699
1573323775541690,-0.71875,0.478027,0.257813
1573323775563167,-0.818359,0.496094,0.260254
1573323775578833,-0.871094,0.562988,0.297363
1573323775602203,-0.631836,0.516602,0.397949
1573323775622777,-0.493164,0.529297,0.419434
1573323775639295,-0.609375,0.608887,0.386719
1573323775661740,-0.663086,0.550781,0.320801
1573323775683215,-0.5625,0.45166,0.469238
1573323775699801,-0.418945,0.456055,0.531738
1573323775704683,-0.439941,0.560547,0.472656
1573323775735913,-0.536621,0.574219,0.408203
1573323775749584,-0.488281,0.496094,0.476074
1573323775764217,-0.342285,0.479004,0.57666
1573323775786689,-0.344727,0.564453,0.506836
1573323775809118,-0.439453,0.574707,0.463867
1573323775824752,-0.461914,0.516113,0.504395
1573323775847205,-0.443359,0.483398,0.513672
1573323775869698,-0.446777,0.513672,0.503906
1573323775885250,-0.473145,0.544434,0.484863
1573323775906716,-0.473145,0.525391,0.465332
1573323775929161,-0.462402,0.5,0.455566
1573323775947704,-0.45459,0.495117,0.450684
1573323775967229,-0.45459,0.499023,0.440918
1573323775989673,-0.442383,0.48877,0.437012
1573323776004313,-0.402832,0.476074,0.462891
1573323776026762,-0.357422,0.464844,0.47998
1573323776049208,-0.349609,0.489258,0.510742
1573323776064850,-0.336914,0.520996,0.541504
1573323776087272,-0.336426,0.536621,0.572266
1573323776109725,-0.373047,0.547363,0.574219
1573323776124372,-0.368652,0.565918,0.53125
1573323776146812,-0.320801,0.582031,0.55127
1573323776169262,-0.278809,0.60498,0.643555
1573323776184900,-0.251953,0.638184,0.672852
1573323776207393,-0.205078,0.67334,0.632813
1573323776229841,-0.130371,0.654785,0.660645
1573323776244482,-0.0737305,0.640625,0.703613
1573323776266930,-0.0288086,0.656738,0.699707
1573323776289311,0.0327148,0.692871,0.705078
1573323776305009,0.106445,0.755371,0.681641
1573323776327418,0.152344,0.792969,0.668457
1573323776349856,0.208984,0.74707,0.664063
1573323776364457,0.28418,0.701172,0.656738
1573323776386903,0.384766,0.693359,0.643555
1573323776409357,0.434082,0.718262,0.618652
1573323776424977,0.466309,0.730957,0.57959
1573323776447416,0.506348,0.641113,0.594238
1573323776469912,0.557617,0.664063,0.651855
1573323776484503,0.523926,0.627441,0.555176
1573323776506951,0.562012,0.678711,0.708496
1573323776529400,0.51416,0.609863,0.845215
1573323776545015,0.354004,0.553223,0.638672
1573323776567464,0.385742,0.543457,0.556152
1573323776589911,0.347168,0.547363,0.473633
1573323776607479,0.408203,0.534668,0.429688
1573323776626999,0.403809,0.519043,0.450195
1573323776649447,0.388184,0.506348,0.454102
1573323776664087,0.44043,0.642578,0.591309
1573323776687511,0.458496,0.694824,0.603027
1573323776709959,0.459473,0.628418,0.565918
1573323776724599,0.440918,0.611328,0.543457
1573323776747046,0.426758,0.613281,0.49707
1573323776764615,0.456543,0.618164,0.446777
1573323776784135,0.480957,0.59375,0.461426
1573323776806583,0.47168,0.582031,0.506836
1573323776825127,0.450684,0.582031,0.535645
1573323776845624,0.462891,0.588379,0.536621
1573323776867096,0.471191,0.594727,0.515137
1573323776884669,0.462891,0.601563,0.510742
1573323776907111,0.465332,0.603516,0.509277
1573323776926632,0.457031,0.583008,0.515625
1573323776945175,0.465332,0.597168,0.507324
1573323776965671,0.452148,0.604004,0.498535
1573323776990070,0.451172,0.606445,0.495117
1573323777004710,0.477051,0.609375,0.478516
1573323777026185,0.453613,0.60498,0.487793
1573323777046690,0.434082,0.613281,0.488281
1573323777065225,0.46875,0.602051,0.476074
1573323777085720,0.472656,0.60498,0.499512
1573323777107190,0.45459,0.604492,0.510254
1573323777124759,0.462402,0.60498,0.498047
1573323777146233,0.471191,0.616211,0.482422
1573323777166732,0.452637,0.615723,0.492188
1573323777185272,0.45752,0.604492,0.490234
1573323777205769,0.463379,0.599121,0.481934
