Counter,EMG0L,EMG1L,EMG2L,EMG3L,EMG4L,EMG5L,EMG6L,EMG7L,AXL,AYL,AZL,GXL,GYL,GZL,ORL,OPL,OYL,EMG0R,EMG1R,EMG2R,EMG3R,EMG4R,EMG5R,EMG6R,EMG7R,AXR,AYR,AZR,GXR,GYR,GZR,ORR,OPR,OYR
1,0,0,0,0,0,0,0,0,-0.200195,-0.450195,0.900391,-0.0625,-0.75,-0.25,76,101,35,0,0,0,0,0,0,0,0,-0.160156,-0.500488,0.902344,1.875,0,-2.375,75,98,43
2,0,0,0,0,0,0,0,0,-0.19873,-0.445312,0.896973,0.375,-1.0625,-0.125,76,101,35,0,0,0,0,0,0,0,0,-0.154297,-0.484863,0.90918,2.625,-0.3125,-1.125,75,98,43
3,0,3,5,4,-3,-3,-3,-1,-0.202148,-0.427246,0.912598,-3.4375,-1.3125,-1.8125,76,100,35,0,0,1,8,26,27,3,1,-0.15332,-0.47998,0.914062,0.6875,-0.1875,-0.125,75,98,43
4,1,5,-1,-1,0,1,1,2,-0.211426,-0.410645,0.912109,-15.5625,2.8125,-2.625,76,100,35,-1,1,3,5,2,-6,0,1,-0.15332,-0.47998,0.910645,-1.875,-0.6875,0.0625,75,98,43
5,-2,2,3,2,0,1,1,0,-0.215332,-0.478516,0.90332,-53.3125,-9.4375,-14.375,75,100,35,-2,-1,-1,0,3,2,-1,-4,-0.163574,-0.505371,0.910156,-1.6875,0.25,1.9375,75,98,43
6,1,0,4,0,2,-4,-6,-10,-0.166504,-0.543457,0.878906,-49.625,-28.875,-25.25,74,99,35,1,1,0,2,5,0,-2,-1,-0.194336,-0.535156,0.901855,0.25,0.4375,5.625,75,98,43
7,-4,-1,4,17,7,6,7,-2,-0.148926,-0.649414,0.844727,-59.1875,-62.6875,-46.9375,72,95,35,-5,-5,0,0,-4,-11,-11,-7,-0.180664,-0.499512,0.903809,7,-6.125,4.25,75,98,43
8,-3,-6,-12,0,6,6,-4,-4,-0.116699,-0.586426,0.726562,-57.9375,-75.25,-65.875,71,91,35,0,3,6,11,19,12,8,7,-0.202637,-0.513184,0.929688,13.1875,-20.375,-11.5625,76,98,43
9,-5,-1,3,8,10,4,-3,0,0.0683594,-0.739258,0.683594,-48.6875,-94.125,-106.125,68,84,34,0,0,3,5,15,20,5,-1,-0.121582,-0.547852,0.947266,9.4375,-48.6875,-34.375,76,95,43
10,4,-1,3,2,6,1,2,0,0.332031,-0.745117,0.741211,-53.5,-114.75,-121.938,67,74,34,0,-3,1,4,7,5,-2,-6,-0.150391,-0.400879,1.02393,20.1875,-69.75,-40.5,76,92,43
