timestamp,Pitch,Roll,Yaw
1573315639937931,-0.00196333,0.543907,-0.910462
1573315639966234,0.034896,0.535712,-0.912063
1573315639981876,0.0686114,0.529655,-0.913218
1573315639998445,0.0979055,0.524708,-0.914508
1573315640018950,0.121457,0.521513,-0.915205
1573315640035534,0.139335,0.51996,-0.915858
1573315640058496,0.152568,0.519987,-0.917082
1573315640078998,0.162745,0.520903,-0.918229
1573315640094608,0.170638,0.521862,-0.918609
1573315640118031,0.176081,0.521286,-0.919062
1573315640139503,0.179456,0.519015,-0.919809
1573315640162936,0.181839,0.51619,-0.920866
1573315640178546,0.185364,0.514108,-0.921314
1573315640200995,0.191928,0.51238,-0.920947
1573315640214664,0.202743,0.508918,-0.920087
1573315640245891,0.217782,0.504638,-0.919
1573315640260530,0.236865,0.498622,-0.916776
1573315640275180,0.260839,0.49142,-0.913994
1573315640298391,0.289479,0.484644,-0.91039
1573315640327670,0.322235,0.477586,-0.90555
1573315640335478,0.358611,0.469563,-0.899867
1573315640365734,0.398317,0.460048,-0.896626
1573315640380373,0.440233,0.452454,-0.890387
1573315640394709,0.484113,0.447022,-0.880833
1573315640418135,0.529648,0.441777,-0.870586
1573315640440584,0.574965,0.438813,-0.860323
1573315640462076,0.620178,0.43885,-0.852037
1573315640478646,0.664607,0.438996,-0.845024
1573315640500861,0.706189,0.438459,-0.838543
1573315640523312,0.745241,0.436925,-0.83417
1573315640537950,0.780957,0.436906,-0.830513
1573315640560401,0.813534,0.436776,-0.830234
1573315640581868,0.84262,0.436546,-0.831335
1573315640598465,0.869018,0.434921,-0.832552
1573315640620926,0.891654,0.431173,-0.835112
1573315640641406,0.910971,0.426099,-0.840196
1573315640657996,0.927898,0.423144,-0.845396
1573315640680443,0.943535,0.422098,-0.849797
1573315640701915,0.958426,0.420447,-0.853401
1573315640718507,0.97118,0.418658,-0.856186
1573315640740955,0.982379,0.416094,-0.860013
1573315640762426,0.992358,0.413738,-0.863089
1573315640778043,1.00125,0.413775,-0.864346
1573315640801466,1.00807,0.413926,-0.865103
1573315640821962,1.01324,0.413902,-0.865037
1573315640838554,1.01702,0.414896,-0.863249
1573315640862955,1.01908,0.415564,-0.861682
1573315640883450,1.02106,0.416629,-0.859437
1573315640898093,1.022,0.414399,-0.861304
1573315640920538,1.02214,0.404473,-0.876943
1573315640942034,1.02318,0.390577,-0.901849
1573315640957628,1.0254,0.378712,-0.924646
1573315640981052,1.02799,0.375691,-0.934299
