timestamp,roll,pitch,yaw
1569406595140240,1.03384,-0.41257,0.205522
1569406595155494,1.03475,-0.413271,0.20613
1569406595186415,1.03612,-0.41486,0.207121
1569406595200316,1.03719,-0.416107,0.207869
1569406595215041,1.03731,-0.417209,0.20897
1569406595238977,1.03705,-0.418264,0.2099
1569406595292831,1.03681,-0.419185,0.210591
1569406595293835,1.03657,-0.419588,0.211123
1569406595294838,1.03706,-0.419581,0.210927
1569406595306795,1.03768,-0.419226,0.210567
1569406595331776,1.03899,-0.419044,0.209759
1569406595350975,1.04025,-0.4188,0.209105
1569406595368864,1.04179,-0.418613,0.20869
1569406595402835,1.04283,-0.418433,0.20847
1569406595412807,1.04302,-0.418391,0.208334
1569406595426475,1.0425,-0.418806,0.208745
1569406595447713,1.04213,-0.419381,0.209378
1569406595470650,1.04112,-0.419911,0.210427
1569406595488518,1.04002,-0.420267,0.211689
1569406595507304,1.03913,-0.420419,0.212778
1569406595530242,1.03795,-0.420403,0.213687
1569406595548151,1.03701,-0.420679,0.214285
1569406595568096,1.03638,-0.420922,0.214705
1569406595590039,1.0362,-0.420896,0.214722
1569406595607992,1.03535,-0.420779,0.215332
1569406595628968,1.03452,-0.420566,0.216027
1569406595649878,1.03372,-0.420577,0.216605
1569406595667830,1.03245,-0.42046,0.217138
1569406595687816,1.0312,-0.420181,0.217635
1569406595709719,1.02994,-0.420241,0.218231
1569406595728690,1.02977,-0.420215,0.218248
1569406595749658,1.02995,-0.420353,0.218173
1569406595770568,1.02994,-0.420241,0.218231
1569406595788508,1.02977,-0.420215,0.218248
1569406595809452,1.03013,-0.420518,0.217895
1569406595831392,1.03049,-0.420643,0.217481
1569406595848348,1.03129,-0.420249,0.216981
1569406595869333,1.03227,-0.42017,0.216469
1569406595890237,1.03324,-0.420252,0.215995
1569406595908187,1.03386,-0.420076,0.215695
1569406595929132,1.03382,-0.420059,0.215669
1569406595950112,1.034,-0.420085,0.215653
1569406595968056,1.034,-0.420085,0.215653
1569406595988974,1.03399,-0.420331,0.215835
1569406596009915,1.03399,-0.420331,0.215835
1569406596027867,1.03382,-0.420305,0.215852
1569406596048812,1.03374,-0.420443,0.216364
1569406596069756,1.03416,-0.420442,0.216442
1569406596087707,1.03433,-0.420468,0.216425
1569406596108655,1.03435,-0.42058,0.216367
1569406596137579,1.03434,-0.420647,0.216487
1569406596147548,1.03404,-0.4203,0.216244
1569406596169528,1.03405,-0.420233,0.216123
1569406596190460,1.03422,-0.420259,0.216107
1569406596208424,1.03374,-0.419992,0.216324
1569406596230327,1.0334,-0.41998,0.21668
1569406596250272,1.0329,-0.420298,0.217178
1569406596268260,1.03226,-0.420606,0.217719
1569406596290166,1.03096,-0.420443,0.218431
1569406596310164,1.02953,-0.420026,0.219001
1569406596328065,1.02815,-0.419492,0.219356
1569406596350010,1.02723,-0.419181,0.219673
1569406596369954,1.02647,-0.419102,0.219832
1569406596392892,1.02647,-0.419102,0.219832
1569406596416828,1.02646,-0.41899,0.21989
1569406596431787,1.02646,-0.41899,0.21989
1569406596452732,1.02646,-0.41899,0.21989
1569406596469686,1.02646,-0.41899,0.21989
1569406596492626,1.026,-0.418834,0.220048
1569406596513607,1.02553,-0.4185,0.220143
1569406596529527,1.0249,-0.418496,0.220381
1569406596552466,1.02432,-0.418443,0.220523
1569406596573409,1.02432,-0.418443,0.220523
1569406596589365,1.02432,-0.418443,0.220523
1569406596612306,1.02415,-0.418417,0.22054
1569406596633289,1.02432,-0.418443,0.220523
1569406596650204,1.02432,-0.418443,0.220523
1569406596672145,1.02416,-0.418351,0.220419
1569406596693092,1.02432,-0.418265,0.22046
1569406596710082,1.02414,-0.418239,0.220477
1569406596731985,1.02418,-0.418256,0.220502
1569406596754963,1.02371,-0.417922,0.220597
1569406596769885,1.02372,-0.417856,0.220476
1569406596791824,1.0237,-0.417744,0.220533
1569406596814763,1.02375,-0.417939,0.220622
1569406596829723,1.02371,-0.417922,0.220597
1569406596851665,1.02342,-0.417614,0.220675
1569406596874605,1.0228,-0.417338,0.220931
1569406596888566,1.0228,-0.417338,0.220931
1569406596912542,1.02263,-0.417312,0.220948
1569406596934445,1.0228,-0.417338,0.220931
1569406596949444,1.0228,-0.417338,0.220931
1569406596972343,1.02264,-0.417245,0.220827
1569406596994285,1.02263,-0.417134,0.220884
1569406597009244,1.02265,-0.417217,0.22103
1569406597032184,1.02265,-0.417217,0.22103
1569406597055122,1.02248,-0.417191,0.221047
1569406597069085,1.02248,-0.417191,0.221047
1569406597092022,1.02249,-0.417125,0.220926
1569406597114962,1.02247,-0.417013,0.220983
1569406597128925,1.02247,-0.417013,0.220983
1569406597157847,1.02247,-0.417013,0.220983
1569406597174802,1.02251,-0.41703,0.221009
1569406597188764,1.02157,-0.416813,0.221241
1569406597212747,1.02096,-0.416714,0.221561
1569406597234644,1.02014,-0.41646,0.221928
1569406597255586,1.02017,-0.416477,0.221954
1569406597272542,1.02018,-0.416411,0.221833
1569406597294482,1.02017,-0.416299,0.22189
1569406597315426,1.02,-0.416273,0.221907
1569406597332380,1.02,-0.416273,0.221907
1569406597354360,1.02,-0.416273,0.221907
1569406597375267,1.01984,-0.416152,0.222005
1569406597392221,1.01984,-0.416152,0.222005
1569406597414161,1.01984,-0.416152,0.222005
1569406597436132,1.01984,-0.416152,0.222005
1569406597452060,1.01984,-0.416152,0.222005
1569406597475000,1.01983,-0.41604,0.222062
1569406597495943,1.01986,-0.416057,0.222088
1569406597511901,1.01969,-0.416031,0.222104
1569406597534839,1.01969,-0.416031,0.222104
