timestamp,Pitch,Roll,Yaw
1573323810288347,-0.0219621,0.754096,-1.72454
1573323810311769,0.0357158,0.759411,-1.6956
1573323810340081,0.0942452,0.768335,-1.66665
1573323810356670,0.151089,0.779352,-1.63702
1573323810371310,0.206391,0.793116,-1.6077
1573323810392781,0.260531,0.8095,-1.57511
1573323810408395,0.314318,0.818612,-1.53998
1573323810431817,0.365345,0.821816,-1.50143
1573323810460124,0.413376,0.822804,-1.46356
1573323810467933,0.457754,0.830322,-1.42723
1573323810491354,0.499089,0.847046,-1.38801
1573323810513804,0.537381,0.864824,-1.34754
1573323810528443,0.570336,0.880814,-1.30787
1573323810551867,0.597309,0.89578,-1.26923
1573323810574315,0.619929,0.912279,-1.2308
1573323810594833,0.644761,0.928154,-1.19369
1573323810611404,0.663686,0.941781,-1.16187
1573323810633853,0.679352,0.957523,-1.13374
1573323810656297,0.696415,0.972333,-1.10984
1573323810672888,0.711782,0.981973,-1.09167
1573323810694363,0.723885,0.989501,-1.07733
1573323810714881,0.736415,0.99694,-1.06576
1573323810731453,0.750791,1.00465,-1.05836
1573323810754528,0.760826,1.0099,-1.05722
1573323810775025,0.763268,1.01429,-1.06175
1573323810791615,0.763597,1.01454,-1.06927
1573323810814063,0.765447,1.01034,-1.07841
1573323810835538,0.767688,1.00751,-1.08659
1573323810852128,0.768822,1.00763,-1.0928
1573323810873603,0.771137,1.00928,-1.09845
1573323810895075,0.774741,1.01015,-1.10572
1573323810911667,0.779,1.00829,-1.11599
1573323810940956,0.782097,1.00499,-1.12885
1573323810957536,0.784582,1.00254,-1.14237
1573323810971199,0.788823,1.00236,-1.15425
1573323810994624,0.795049,1.00175,-1.16716
1573323811015120,0.798038,0.996852,-1.18495
1573323811031710,0.796688,0.991153,-1.20492
1573323811054157,0.792239,0.989703,-1.2222
1573323811074652,0.787336,0.988122,-1.23813
1573323811091243,0.779274,0.982186,-1.25709
1573323811120526,0.770101,0.971529,-1.27857
1573323811135166,0.757839,0.955557,-1.3102
1573323811150797,0.740728,0.94585,-1.34166
1573323811174208,0.721566,0.94095,-1.36977
1573323811196655,0.698138,0.930574,-1.39845
