timestamp,x,y,z
1573324430935293,-0.148438,0.77002,0.57373
1573324430951594,-0.231445,0.73877,0.50293
1573324430974955,-0.335938,0.789551,0.4375
1573324430997403,-0.356934,0.736328,0.413574
1573324431011069,-0.366211,0.768555,0.380371
1573324431034901,-0.391602,0.786621,0.334473
1573324431057289,-0.379395,0.747559,0.314453
1573324431071473,-0.514648,0.695801,0.259277
1573324431094674,-0.535645,0.702148,0.254395
1573324431117012,-0.408203,0.609375,0.266602
1573324431131641,-0.432617,0.63916,0.176758
1573324431154205,-0.473633,0.687988,0.154785
1573324431176762,-0.612793,0.705078,0.0600586
1573324431191734,-0.586914,0.706543,0.0678711
1573324431214325,-0.553223,0.63916,0.0869141
1573324431236725,-0.637207,0.584961,0.0102539
1573324431257837,-0.63623,0.649414,-0.0102539
1573324431274594,-0.805176,0.71582,0.00488281
1573324431296890,-0.556641,0.75293,0.0273438
1573324431318572,-0.606445,0.604492,-0.0292969
1573324431334526,-0.633789,0.708984,-0.0341797
1573324431357253,-0.68457,0.733398,-0.0175781
1573324431378119,-0.693848,0.711426,-0.0703125
1573324431394717,-0.713867,0.714355,-0.0717773
1573324431416932,-0.583496,0.650391,-0.0620117
1573324431438251,-0.626953,0.70166,-0.0556641
1573324431454810,-0.669434,0.747559,-0.0253906
1573324431476944,-0.730957,0.745605,-0.0302734
1573324431497596,-0.685059,0.726074,0.0234375
1573324431514777,-0.63916,0.691406,0.0332031
1573324431537764,-0.699219,0.709473,0.0185547
1573324431558436,-0.76123,0.717773,0.0195313
1573324431574835,-0.753906,0.731445,0.0532227
1573324431597299,-0.644043,0.731445,0.133301
1573324431619710,-0.58252,0.726563,0.103027
1573324431634890,-0.637695,0.742188,0.0922852
1573324431657475,-0.65625,0.720703,0.173828
1573324431677945,-0.57959,0.693359,0.202637
1573324431694513,-0.520508,0.655762,0.229492
1573324431716873,-0.592285,0.677246,0.211914
1573324431738125,-0.559082,0.679688,0.19873
1573324431754659,-0.559082,0.654785,0.196777
1573324431783887,-0.602539,0.648926,0.154785
1573324431797550,-0.605469,0.666016,0.135254
1573324431816094,-0.602539,0.669434,0.109375
1573324431837262,-0.713379,0.654297,0.0820313
1573324431857973,-0.688477,0.679688,0.0878906
1573324431873548,-0.713379,0.624023,0.059082
1573324431898749,-0.757324,0.685059,0.00683594
1573324431926084,-0.775879,0.674805,-0.027832
1573324431933971,-0.77832,0.673828,-0.0463867
1573324431957382,-0.8125,0.70752,-0.0546875
1573324431962305,-0.73877,0.648926,-0.0834961
1573324431985088,-0.721191,0.661621,-0.0830078
1573324432001609,-0.757813,0.714844,-0.0825195
1573324432030170,-0.740234,0.722168,-0.0322266
1573324432044809,-0.716309,0.705078,-0.000488281
1573324432063352,-0.755859,0.67041,0.0136719
1573324432082873,-0.849609,0.693848,0.0317383
1573324432107436,-0.78418,0.708008,0.0415039
1573324432120936,-0.681152,0.626953,0.0522461
1573324432142409,-0.702637,0.605469,0.074707
1573324432164860,-0.780273,0.712402,0.0874023
1573324432181549,-0.625977,0.700684,0.169922
1573324432202920,-0.560547,0.634277,0.186035
1573324432224394,-0.662109,0.669434,0.175293
1573324432241070,-0.622559,0.70166,0.210449
1573324432262456,-0.554688,0.638672,0.254395
1573324432284939,-0.559082,0.635742,0.233398
1573324432307566,-0.595215,0.661621,0.252441
1573324432322114,-0.577148,0.652344,0.275879
1573324432345062,-0.600586,0.660156,0.220703
1573324432361622,-0.647949,0.677734,0.171875
1573324432382117,-0.629395,0.63916,0.162109
1573324432404563,-0.642578,0.621582,0.125977
1573324432421255,-0.65625,0.665039,0.101563
1573324432442929,-0.676758,0.663086,0.074707
1573324432465233,-0.729492,0.669922,0.0488281
1573324432481529,-0.729004,0.672852,0.0400391
1573324432502448,-0.725586,0.674316,0.0214844
1573324432525006,-0.742676,0.67334,-0.00585938
1573324432541678,-0.777832,0.745605,-0.00976563
1573324432562396,-0.727539,0.704102,-0.0336914
1573324432594667,-0.782715,0.708008,-0.0737305
1573324432601220,-0.765625,0.673828,-0.097168
1573324432622716,-0.777832,0.67627,-0.0639648
1573324432644853,-0.727539,0.744141,-0.0170898
1573324432663397,-0.687988,0.741211,0.00683594
1573324432682918,-0.690918,0.668945,0.0395508
1573324432705365,-0.837402,0.642578,0.0478516
1573324432720981,-0.902832,0.737793,0.0405273
1573324432742283,-0.62793,0.644043,0.0922852
1573324432764788,-0.533691,0.616699,0.130859
1573324432781361,-0.644531,0.686523,0.13916
1573324432802796,-0.667969,0.737793,0.172363
1573324432825244,-0.587402,0.655762,0.230469
1573324432841391,-0.589355,0.646973,0.207031
1573324432862385,-0.566895,0.652344,0.22168
1573324432884805,-0.599121,0.651367,0.220703
1573324432901375,-0.596191,0.674316,0.202637
1573324432922845,-0.616699,0.691406,0.199707
1573324432944907,-0.633301,0.668945,0.172852
1573324432962581,-0.613281,0.663574,0.14502
1573324432982980,-0.658203,0.647461,0.140137
1573324433004630,-0.647949,0.679688,0.125
1573324433022989,-0.65625,0.662109,0.112305
1573324433042764,-0.715332,0.674805,0.103516
1573324433065216,-0.677246,0.676758,0.0581055
1573324433082701,-0.75,0.692383,0.0444336
1573324433110029,-0.654785,0.705078,0.0703125
1573324433126621,-0.708984,0.70166,0.0400391
1573324433143214,-0.767578,0.723633,0.0234375
1573324433162731,-0.711426,0.711426,-0.00683594
1573324433185180,-0.732422,0.665527,-0.0258789
1573324433202746,-0.655762,0.646484,-0.0371094
1573324433222300,-0.652344,0.675781,0.0102539
1573324433245391,-0.655762,0.775879,0.0351563
1573324433263005,-0.664063,0.693359,0.0493164
1573324433282752,-0.669922,0.668457,0.0751953
1573324433305122,-0.634277,0.711914,0.0717773
1573324433322492,-0.595703,0.701172,0.0585938
1573324433342055,-0.581543,0.687012,0.0600586
1573324433365434,-0.588867,0.686035,0.043457
1573324433387890,-0.625,0.691406,0.0317383
1573324433402621,-0.641113,0.689453,0.059082
1573324433424975,-0.655762,0.653809,0.0253906
1573324433443078,-0.664063,0.656738,0.00146484
1573324433462157,-0.663574,0.694824,0.00488281
1573324433484620,-0.685059,0.733398,-0.012207
1573324433503050,-0.722168,0.737305,-0.0214844
1573324433525497,-0.680176,0.74707,-0.0205078
1573324433545132,-0.644043,0.791992,0.00683594
1573324433563561,-0.513184,0.833984,0.0595703
1573324433584058,-0.445801,0.702148,0.108887
1573324433605536,-0.537109,0.685059,0.181641
1573324433623098,-0.507813,0.799805,0.21875
1573324433644016,-0.347168,0.752441,0.289063
1573324433666559,-0.250977,0.713867,0.355957
1573324433683135,-0.250488,0.885254,0.29834
1573324433703558,-0.208984,0.935547,0.303711
1573324433725021,-0.0351563,0.799316,0.375488
1573324433742708,0.133789,0.769043,0.496094
1573324433764179,0.0629883,0.84082,0.439941
1573324433784705,-0.0654297,1.00391,0.404785
1573324433803217,-0.0332031,0.811035,0.378418
1573324433823810,0.232422,0.663574,0.469727
1573324433844434,0.464844,0.799316,0.47168
1573324433862977,0.39209,1.12891,0.4375
1573324433885529,0.273438,1.08643,0.39502
1573324433904976,0.204102,0.492676,0.496094
1573324433922629,0.267578,0.474121,0.499512
